D,W,A
0.398127,0.0223929,0.183424
0.398404,0.0224663,0.183435
0.398552,0.0224884,0.183507
0.398879,0.0224898,0.183588
0.398918,0.0225218,0.183591
0.398932,0.0225278,0.183736
0.398932,0.0225397,0.183969
0.398974,0.0225657,0.18449
0.399047,0.0225692,0.18474
0.399047,0.022571,0.184839
0.399111,0.0225816,0.185045
0.399111,0.0225859,0.185103
0.399159,0.0225929,0.185158
0.399237,0.0226134,0.185438
0.399307,0.0226294,0.185501
0.399308,0.0226768,0.185597
0.399678,0.0226905,0.18574
0.399719,0.0227062,0.18576
0.399894,0.0227202,0.185985
0.400097,0.0227306,0.186011
0.400226,0.0227757,0.186171
0.400228,0.0227782,0.186244
0.400228,0.0227876,0.186354
0.400228,0.0227982,0.186395
0.400228,0.0227989,0.186425
0.400247,0.0228687,0.186465
0.400343,0.022879,0.186526
0.400361,0.0228834,0.186947
0.400396,0.0228943,0.186997
0.400512,0.0229127,0.187043
0.400528,0.0229246,0.187127
0.400528,0.0229252,0.187254
0.40092,0.0229282,0.187365
0.400988,0.0229483,0.187538
0.401049,0.0229614,0.187548
0.401195,0.022964,0.18758
0.401374,0.0229711,0.187611
0.401374,0.0229905,0.187651
0.401445,0.022992,0.187652
0.401587,0.0230118,0.187713
0.40162,0.023024,0.187938
0.401995,0.0230345,0.187987
0.402425,0.0230491,0.188094
0.402493,0.0230492,0.1881
0.402647,0.0230677,0.188128
0.402931,0.0230801,0.188175
0.402941,0.023089,0.188176
0.402941,0.0231054,0.188196
0.402941,0.0231207,0.188352
0.403352,0.0231271,0.188356
0.403507,0.0231663,0.188392
0.403612,0.0231674,0.188489
0.403612,0.0231691,0.188569
0.403656,0.0231864,0.188699
0.403669,0.0232038,0.188744
0.403691,0.023207,0.188766
0.403747,0.0232189,0.188873
0.403766,0.0232269,0.18898
0.404058,0.0233542,0.189081
0.404171,0.0234116,0.189081
0.404365,0.0234397,0.189187
0.404484,0.0234638,0.189209
0.404695,0.0234653,0.18938
0.404743,0.0234692,0.189585
0.40482,0.0234696,0.189587
0.405096,0.023498,0.189681
0.405096,0.0235013,0.189713
0.405096,0.0235164,0.189846
0.405113,0.0235356,0.190113
0.405113,0.02357,0.190377
0.405113,0.0235726,0.190436
0.405259,0.0235863,0.190616
0.405285,0.0236229,0.190791
0.405365,0.0236537,0.19097
0.405516,0.023666,0.19099
0.405847,0.0236743,0.191
0.405859,0.023678,0.191113
0.405909,0.0236894,0.191194
0.406047,0.0237027,0.191334
0.406047,0.0237154,0.191442
0.406174,0.0237218,0.191564
0.406339,0.0237235,0.191586
0.40664,0.0237255,0.191639
0.406712,0.0237349,0.191793
0.406712,0.0237663,0.191801
0.406712,0.02378,0.19195
0.406849,0.0237939,0.192096
0.407006,0.0237943,0.192135
0.407182,0.0238051,0.192136
0.40738,0.0238187,0.192199
0.40738,0.0238195,0.192451
0.407456,0.0238257,0.192452
0.407456,0.0238289,0.192882
0.407505,0.023869,0.192958
0.40752,0.0239099,0.193097
0.407563,0.0239123,0.193272
0.407563,0.0239345,0.193289
0.407563,0.0239563,0.193375
0.40768,0.0239856,0.193477
0.407784,0.0239907,0.193525
0.407789,0.0239929,0.193594
0.408008,0.0239949,0.193674
0.408125,0.0239995,0.193711
0.408187,0.024007,0.193794
0.40832,0.0240142,0.193826
0.408384,0.0240207,0.193993
0.408384,0.0240269,0.194019
0.408588,0.0240465,0.194112
0.408773,0.0240527,0.194267
0.408868,0.0240581,0.194293
0.408929,0.0240761,0.194331
0.408929,0.0240841,0.194383
0.408929,0.0240892,0.194737
0.409498,0.0241001,0.19475
0.409543,0.024149,0.194819
0.409594,0.0241588,0.194981
0.409713,0.0241679,0.195152
0.409713,0.0241849,0.195338
0.409801,0.0241855,0.195399
0.410059,0.024189,0.195423
0.410175,0.0242328,0.195545
0.410272,0.0242371,0.195749
0.410272,0.0242505,0.195972
0.410326,0.0242626,0.196049
0.410348,0.0242845,0.196157
0.410411,0.0242869,0.196377
0.410452,0.0242997,0.196448
0.410559,0.0243041,0.196554
0.410559,0.0243291,0.196687
0.410601,0.0243427,0.196745
0.410836,0.0243458,0.196757
0.410861,0.0243533,0.196766
0.410879,0.0244053,0.196866
0.411263,0.0244204,0.19696
0.411295,0.0244332,0.197004
0.411295,0.024472,0.19701
0.411295,0.0244735,0.197212
0.41133,0.0244822,0.197221
0.411586,0.0245307,0.197238
0.411586,0.0245347,0.197583
0.411882,0.0245364,0.197717
0.412046,0.0245417,0.197869
0.412246,0.024577,0.198066
0.412333,0.0245804,0.198159
0.412713,0.0246093,0.198161
0.412713,0.0246118,0.198175
0.412961,0.0246315,0.198347
0.413004,0.024647,0.198434
0.41302,0.0246564,0.198465
0.413037,0.0246744,0.198591
0.413163,0.0247165,0.198643
0.413264,0.0247629,0.198775
0.413264,0.0247668,0.198821
0.413623,0.0247673,0.198859
0.413639,0.0247688,0.198941
0.413639,0.0247806,0.198986
0.413751,0.024781,0.199034
0.413781,0.0248292,0.19904
0.413817,0.0248486,0.199116
0.413817,0.024862,0.199215
0.413899,0.0248936,0.199256
0.413899,0.0249088,0.199445
0.414121,0.0249104,0.199826
0.414121,0.024941,0.199833
0.414451,0.0249456,0.199938
0.414451,0.0249516,0.199973
0.414506,0.0249611,0.200116
0.414751,0.0249726,0.200222
0.414778,0.0249749,0.200241
0.414832,0.0249788,0.200279
0.414832,0.0249984,0.20047
0.414884,0.0250068,0.200482
0.41527,0.0250133,0.200509
0.415302,0.0250304,0.20065
0.415513,0.0250375,0.200717
0.415576,0.0250455,0.200762
0.415576,0.0250791,0.200825
0.41579,0.025083,0.200859
0.41579,0.0250955,0.200903
0.41579,0.0250964,0.200918
0.415975,0.0250988,0.201253
0.416136,0.0251005,0.201294
0.41663,0.0251029,0.20132
0.416798,0.0251672,0.201438
0.416946,0.0251763,0.201633
0.416946,0.0252184,0.201844
0.416964,0.0252227,0.201986
0.417097,0.0252243,0.202206
0.417164,0.0252335,0.202279
0.417239,0.025238,0.202287
0.417403,0.0252422,0.20232
0.41758,0.0252444,0.202377
0.41759,0.0252458,0.202396
0.417798,0.025273,0.202444
0.417956,0.0252956,0.202456
0.417973,0.0253075,0.2027
0.418042,0.0253132,0.202719
0.418474,0.0253505,0.202737
0.418509,0.025357,0.202767
0.418523,0.0253575,0.202944
0.418523,0.0253589,0.202984
0.418543,0.0253647,0.202986
0.418924,0.0253718,0.203016
0.418924,0.0253763,0.203209
0.418924,0.025379,0.203332
0.41922,0.0253983,0.203511
0.419277,0.0254168,0.203518
0.419277,0.0254186,0.203523
0.419277,0.0254568,0.203607
0.419277,0.0254818,0.203608
0.419352,0.0255124,0.20364
0.419352,0.0255349,0.203875
0.41953,0.0255504,0.20402
0.419552,0.0255562,0.204093
0.419552,0.0255566,0.204148
0.419552,0.0255605,0.20422
0.419675,0.0256077,0.204312
0.419703,0.025627,0.204457
0.419717,0.0256403,0.204563
0.419939,0.0256445,0.204629
0.420063,0.0256527,0.204635
0.4202,0.0256632,0.205216
0.42038,0.0256693,0.205268
0.420391,0.0256955,0.205325
0.420409,0.0257224,0.205394
0.420409,0.0257338,0.205439
0.420541,0.025736,0.205448
0.420581,0.0257484,0.205457
0.420581,0.0257659,0.205505
0.420599,0.02577,0.205576
0.420619,0.0257701,0.205639
0.421212,0.0257831,0.205679
0.421376,0.0257869,0.205742
0.421577,0.0257948,0.205805
0.421644,0.0258021,0.206063
0.421644,0.0258277,0.20609
0.421682,0.0258472,0.206302
0.42171,0.0258531,0.206324
0.421738,0.0258638,0.206398
0.42187,0.0258702,0.206402
0.421891,0.0258892,0.206415
0.422024,0.0259008,0.206571
0.422204,0.0259169,0.206599
0.422204,0.0259187,0.206604
0.422212,0.0259188,0.206714
0.422228,0.0259232,0.206745
0.422309,0.0259235,0.206925
0.422394,0.0259276,0.206985
0.422432,0.0259342,0.207041
0.422616,0.0259362,0.207051
0.422697,0.0259392,0.207104
0.422806,0.0259423,0.207142
0.422877,0.0259509,0.207411
0.423024,0.0259742,0.207535
0.423024,0.0259744,0.207586
0.42351,0.0259749,0.207605
0.423657,0.0259755,0.207716
0.42366,0.0260069,0.207797
0.423802,0.0260264,0.207839
0.423802,0.0260369,0.207846
0.423802,0.0260428,0.207874
0.423802,0.0260442,0.208223
0.423904,0.0260559,0.208334
0.423909,0.0260682,0.208531
0.424004,0.0260785,0.208535
0.424153,0.0260798,0.208566
0.424153,0.0260949,0.208676
0.424528,0.0261356,0.208744
0.424528,0.0261434,0.208757
0.424528,0.026152,0.208766
0.424557,0.0261561,0.208884
0.424566,0.0261796,0.209056
0.424602,0.0261858,0.209136
0.424602,0.0261904,0.209142
0.42493,0.0262172,0.209164
0.425184,0.0262268,0.209214
0.425219,0.0262618,0.209352
0.425691,0.0262625,0.209441
0.426062,0.026272,0.209454
0.426104,0.0262752,0.209555
0.426167,0.0262775,0.209567
0.426167,0.0262869,0.209656
0.426167,0.0262903,0.209794
0.426167,0.0263132,0.209915
0.42621,0.0263309,0.20998
0.42621,0.0263365,0.209995
0.42634,0.0263389,0.21003
0.426359,0.0263534,0.210038
0.42643,0.0263559,0.210141
0.426457,0.0263733,0.210164
0.426922,0.0263847,0.210263
0.426922,0.0263967,0.210369
0.426922,0.0263996,0.210653
0.426971,0.0264064,0.210676
0.426973,0.0264256,0.210776
0.426973,0.026454,0.210825
0.427018,0.026474,0.21099
0.427386,0.026531,0.211053
0.42744,0.0265408,0.211229
0.427497,0.0265451,0.211233
0.427647,0.0265451,0.21127
0.427649,0.026552,0.211394
0.427694,0.0265522,0.21149
0.427694,0.0265539,0.21149
0.427694,0.0265606,0.211607
0.427714,0.0265611,0.211613
0.427742,0.0265671,0.211735
0.427928,0.026577,0.211835
0.427928,0.0265876,0.211855
0.42795,0.0266059,0.211891
0.428194,0.0266138,0.211945
0.428328,0.0266762,0.211957
0.428412,0.0267003,0.211988
0.428468,0.0267034,0.212017
0.428507,0.0267042,0.212103
0.428507,0.0267203,0.212194
0.428507,0.0267214,0.212265
0.428627,0.0267398,0.212349
0.428801,0.0267456,0.212421
0.428801,0.026758,0.212424
0.428937,0.0267614,0.212446
0.428996,0.0267652,0.212567
0.429059,0.0267683,0.212633
0.429136,0.0267885,0.212783
0.429156,0.0267917,0.212817
0.429357,0.0268224,0.212978
0.429357,0.0268495,0.213136
0.429803,0.0268635,0.213139
0.429856,0.0268808,0.213144
0.429902,0.0268854,0.213153
0.429902,0.0268911,0.213208
0.429902,0.0268974,0.213229
0.430147,0.0269007,0.213246
0.430341,0.0269269,0.213289
0.430353,0.0269291,0.213535
0.430429,0.0269342,0.213624
0.430537,0.0269534,0.213624
0.430587,0.026959,0.213716
0.43061,0.0269592,0.213882
0.43061,0.0269711,0.213987
0.43061,0.0269761,0.213989
0.43061,0.0270054,0.21399
0.43061,0.0270103,0.21404
0.431156,0.0270275,0.214148
0.431208,0.0270498,0.214195
0.431208,0.0270499,0.214346
0.43123,0.0270658,0.21443
0.43123,0.0270836,0.214526
0.431416,0.0270882,0.214636
0.431416,0.0270988,0.214724
0.431416,0.0271006,0.214727
0.43149,0.0271154,0.214788
0.431593,0.0271255,0.2148
0.431695,0.0271578,0.214894
0.431757,0.0271726,0.21492
0.431772,0.0272073,0.214987
0.431772,0.0272125,0.214998
0.431772,0.0272154,0.215382
0.431772,0.0272257,0.215417
0.431821,0.0272319,0.215445
0.431919,0.0272367,0.215446
0.431943,0.0272477,0.215471
0.431943,0.0272521,0.215508
0.431943,0.0272631,0.215533
0.432032,0.027265,0.215576
0.432151,0.0272674,0.21563
0.432151,0.0272761,0.215635
0.432784,0.0272777,0.215683
0.432824,0.0272823,0.215688
0.432846,0.0272875,0.21589
0.432846,0.0273005,0.215939
0.432846,0.027315,0.216068
0.432854,0.0273209,0.216142
0.433002,0.0273224,0.216267
0.433096,0.0273227,0.216318
0.433164,0.0273356,0.216488
0.433164,0.027348,0.216527
0.433386,0.0273613,0.216558
0.433459,0.0273883,0.216583
0.433575,0.0274128,0.216611
0.43362,0.0274231,0.21666
0.433809,0.0274268,0.216695
0.433809,0.0274284,0.216702
0.43381,0.0274337,0.216748
0.433935,0.0274419,0.216921
0.433935,0.0274441,0.216947
0.433958,0.0274483,0.217116
0.433958,0.0274651,0.21715
0.434144,0.0274679,0.217239
0.434145,0.0274773,0.217264
0.434146,0.0274782,0.217363
0.434519,0.0275036,0.217368
0.434603,0.0275055,0.217383
0.434617,0.0275074,0.217466
0.434663,0.027516,0.217504
0.434758,0.0275297,0.217604
0.434895,0.0275309,0.217674
0.43506,0.0275383,0.217696
0.43507,0.0275474,0.217766
0.435141,0.0275509,0.217925
0.435141,0.0275517,0.217929
0.435248,0.0275759,0.218001
0.435342,0.0275814,0.218047
0.435466,0.0275989,0.218081
0.435528,0.0276039,0.218227
0.435587,0.027611,0.218384
0.435595,0.0276117,0.218395
0.435595,0.02762,0.218522
0.435595,0.0276273,0.218577
0.435595,0.0276538,0.218718
0.435656,0.0276725,0.219067
0.435656,0.0276763,0.219108
0.435683,0.0276896,0.219137
0.435683,0.0276909,0.219209
0.435732,0.027694,0.219229
0.435801,0.0277007,0.219257
0.43587,0.0277026,0.219272
0.435918,0.0277045,0.219412
0.435955,0.0277088,0.219481
0.435955,0.0277111,0.219527
0.436097,0.0277202,0.219575
0.436172,0.0277262,0.219608
0.436172,0.0277512,0.219691
0.436289,0.0277552,0.219692
0.436309,0.0277571,0.219857
0.43668,0.0277612,0.219905
0.436721,0.0278068,0.219929
0.436721,0.0278205,0.21994
0.436838,0.0278233,0.22016
0.436838,0.0278238,0.220176
0.436948,0.0278334,0.220209
0.437154,0.0278387,0.220339
0.437209,0.0278389,0.220419
0.437255,0.0278402,0.220547
0.437361,0.0278444,0.220689
0.437369,0.0278571,0.220805
0.437369,0.0278576,0.220813
0.437404,0.0278656,0.220854
0.437404,0.0278833,0.221013
0.437404,0.0278895,0.221037
0.437579,0.0279033,0.22112
0.437584,0.027906,0.221168
0.437596,0.027913,0.221188
0.437596,0.0279149,0.221239
0.437621,0.027927,0.221571
0.437854,0.0279304,0.221604
0.437963,0.0279579,0.221631
0.437968,0.0279711,0.221666
0.438008,0.0279743,0.22168
0.438043,0.0279796,0.221753
0.438111,0.0279802,0.221776
0.438111,0.0279912,0.221785
0.438389,0.0279963,0.221841
0.43873,0.0279967,0.221977
0.43873,0.0280192,0.221986
0.438775,0.0280274,0.222025
0.438791,0.0280355,0.222055
0.438956,0.0280469,0.222421
0.438956,0.0280638,0.222473
0.439008,0.0280667,0.222524
0.439008,0.0280857,0.222682
0.439008,0.0280943,0.222792
0.439358,0.0280992,0.222835
0.439405,0.0281145,0.222905
0.439405,0.0281149,0.222979
0.439405,0.0281171,0.223139
0.439446,0.0281199,0.223175
0.439446,0.028126,0.223177
0.43947,0.0281364,0.223181
0.439496,0.0281531,0.223202
0.43953,0.0281639,0.223243
0.439772,0.0281758,0.223342
0.439772,0.0281784,0.223442
0.439903,0.0281834,0.223652
0.439903,0.0281906,0.22377
0.4402,0.0282067,0.223878
0.44042,0.0282214,0.224037
0.440428,0.0282223,0.224137
0.440516,0.0282362,0.224152
0.440573,0.0282639,0.224316
0.440637,0.0282809,0.224403
0.44066,0.02829,0.224466
0.44067,0.0283062,0.224486
0.44067,0.0283181,0.224497
0.440708,0.0283636,0.224575
0.440708,0.0283769,0.224576
0.440774,0.0283961,0.224595
0.440774,0.0283967,0.224691
0.440965,0.0283989,0.224758
0.440965,0.0284004,0.22479
0.44124,0.0284058,0.224868
0.44153,0.0284234,0.224979
0.44153,0.0284389,0.225033
0.44161,0.0284556,0.225063
0.44161,0.0284951,0.225072
0.441664,0.0285115,0.225111
0.441715,0.0285195,0.225176
0.441744,0.0285222,0.225217
0.44176,0.0285225,0.225232
0.44176,0.028534,0.22525
0.441935,0.0285351,0.225281
0.441977,0.0285673,0.225333
0.442109,0.0285733,0.22538
0.442109,0.0285799,0.225394
0.442109,0.0285957,0.225439
0.442109,0.0285964,0.225515
0.442167,0.0286079,0.225515
0.442167,0.0286085,0.225533
0.442167,0.0286297,0.225609
0.442202,0.0286379,0.225891
0.442256,0.0286459,0.225904
0.442419,0.0286468,0.225984
0.442425,0.0286499,0.225991
0.442452,0.0286517,0.22602
0.442502,0.0286629,0.226034
0.442507,0.0286723,0.226179
0.442547,0.0286747,0.226225
0.442785,0.0286756,0.226263
0.443004,0.028689,0.226355
0.443072,0.0286903,0.226372
0.443072,0.0286908,0.226523
0.443072,0.0286917,0.226611
0.443072,0.0287035,0.226613
0.443072,0.0287099,0.226656
0.443074,0.0287138,0.226656
0.443216,0.0287235,0.22669
0.443221,0.0287282,0.226726
0.443221,0.0287309,0.226734
0.443221,0.0287429,0.226746
0.443233,0.0287432,0.226829
0.443245,0.0287533,0.226847
0.443245,0.0287544,0.226858
0.443338,0.0287602,0.226893
0.443346,0.0287616,0.226893
0.443346,0.0287622,0.22699
0.443374,0.0287727,0.227005
0.44352,0.0287784,0.227047
0.44352,0.0287831,0.227072
0.443555,0.0288037,0.227213
0.443613,0.0288234,0.227283
0.443787,0.0288293,0.227318
0.443787,0.0288346,0.227433
0.443878,0.0288363,0.227451
0.443962,0.0288538,0.227589
0.443993,0.0288556,0.227611
0.444046,0.02886,0.227638
0.444046,0.0288637,0.227755
0.444059,0.0288664,0.227811
0.444059,0.0288696,0.227838
0.444092,0.0288696,0.227848
0.444092,0.0288706,0.227969
0.444092,0.0288731,0.227972
0.444092,0.0288985,0.228
0.444112,0.0288999,0.228058
0.444112,0.0289082,0.228062
0.444191,0.0289131,0.228064
0.444436,0.0289306,0.228064
0.444723,0.0289361,0.228102
0.444723,0.0289374,0.228103
0.444758,0.0289422,0.228138
0.444758,0.0289485,0.228236
0.444758,0.0289631,0.228253
0.445015,0.0289656,0.228369
0.445018,0.0289681,0.228402
0.445018,0.0289852,0.22849
0.445085,0.028988,0.228565
0.445122,0.028988,0.22858
0.445122,0.0290044,0.228587
0.44515,0.029007,0.228632
0.445206,0.0290099,0.228813
0.445271,0.0290114,0.228832
0.445271,0.029013,0.228914
0.445294,0.0290231,0.228942
0.445294,0.029032,0.229139
0.445302,0.029035,0.229219
0.445302,0.0290386,0.229233
0.445397,0.0290393,0.229245
0.445397,0.0290492,0.229497
0.445522,0.0290686,0.22957
0.445628,0.0290762,0.229572
0.445835,0.0290762,0.229601
0.445887,0.0290829,0.229666
0.446226,0.0290859,0.229763
0.446226,0.0290869,0.229766
0.446276,0.029096,0.229775
0.446364,0.0291052,0.22981
0.446492,0.0291118,0.229847
0.446492,0.0291124,0.229865
0.446492,0.0291199,0.229889
0.446534,0.0291213,0.229899
0.446534,0.029136,0.230044
0.446534,0.0291427,0.230049
0.446577,0.0291508,0.230068
0.446577,0.0291587,0.230104
0.446577,0.0291832,0.230198
0.446577,0.0291842,0.230387
0.44667,0.029193,0.230415
0.446802,0.0291979,0.230442
0.446947,0.0292077,0.230477
0.446992,0.0292093,0.230528
0.446994,0.0292121,0.230617
0.447018,0.0292177,0.230632
0.447246,0.0292313,0.230642
0.447246,0.0292407,0.230661
0.447334,0.02925,0.230927
0.447611,0.0292593,0.23094
0.447758,0.029263,0.230945
0.447758,0.0292826,0.230971
0.447758,0.029303,0.231032
0.448123,0.0293288,0.231037
0.448143,0.0293406,0.231045
0.448181,0.029342,0.231073
0.448317,0.0293426,0.231097
0.448353,0.0293432,0.231146
0.448366,0.0293644,0.231176
0.448366,0.0293646,0.231186
0.448444,0.0293715,0.231195
0.448467,0.0293747,0.231271
0.448467,0.0293751,0.231402
0.448467,0.0293767,0.231494
0.448644,0.029379,0.231506
0.448736,0.0293911,0.231528
0.448774,0.0294,0.2317
0.448926,0.0294023,0.231705
0.448926,0.0294035,0.231713
0.448926,0.0294205,0.231731
0.449101,0.0294244,0.23177
0.449176,0.0294252,0.231798
0.449213,0.0294315,0.231825
0.449226,0.0294449,0.231953
0.449226,0.0294533,0.232002
0.449226,0.0294583,0.232187
0.449226,0.0294652,0.232396
0.449433,0.0294827,0.232507
0.449435,0.0294887,0.232757
0.449435,0.0294949,0.232856
0.449603,0.0295007,0.23291
0.449805,0.0295205,0.232978
0.449851,0.0295231,0.232986
0.449851,0.0295299,0.233028
0.449972,0.0295342,0.233096
0.449989,0.0295432,0.233122
0.450066,0.0295471,0.233155
0.450256,0.0295633,0.233195
0.450256,0.0295771,0.233245
0.450256,0.0296145,0.233289
0.450291,0.0296156,0.233299
0.450402,0.0296331,0.23335
0.45058,0.0296376,0.233385
0.45058,0.0296393,0.233453
0.450651,0.0296395,0.233484
0.450847,0.0296569,0.233545
