D,W,A
0.372241,0.0196427,0.164229
0.372241,0.0196586,0.164319
0.372247,0.0197531,0.164397
0.372458,0.0198007,0.164524
0.372491,0.0198926,0.164712
0.372492,0.0199864,0.164783
0.372539,0.0200372,0.164811
0.372583,0.0200396,0.164936
0.372618,0.0200438,0.16496
0.372748,0.0201184,0.165306
0.372775,0.0201585,0.165344
0.373124,0.0201586,0.165394
0.373243,0.0201658,0.165545
0.373451,0.0201698,0.165632
0.373979,0.02021,0.165905
0.374206,0.0202109,0.166113
0.374206,0.0202148,0.166297
0.374215,0.0202267,0.166451
0.375061,0.0202409,0.16657
0.376021,0.0202517,0.166811
0.376021,0.0202675,0.167053
0.376088,0.0202815,0.167114
0.376345,0.02032,0.167393
0.376438,0.020387,0.167587
0.376612,0.0204274,0.167825
0.376666,0.0204345,0.167873
0.376666,0.0204956,0.168435
0.376757,0.0205754,0.168482
0.377174,0.020586,0.168563
0.377174,0.0205967,0.168962
0.377258,0.020637,0.169183
0.377759,0.020657,0.169284
0.377803,0.0206684,0.169408
0.377963,0.0206867,0.169484
0.37807,0.0207276,0.169513
0.37807,0.0207313,0.169537
0.378207,0.0207349,0.169722
0.378277,0.0207391,0.169979
0.378286,0.020759,0.170007
0.378374,0.0207695,0.170091
0.378652,0.0207729,0.170143
0.37869,0.0208003,0.170226
0.379075,0.0208536,0.170703
0.379412,0.0208611,0.170808
0.379506,0.0208862,0.170812
0.379696,0.0208889,0.171047
0.379768,0.0208942,0.171238
0.379827,0.0209168,0.17126
0.380595,0.0209201,0.171432
0.380839,0.0209348,0.171677
0.3814,0.0209636,0.171733
0.381774,0.0209702,0.171964
0.381848,0.0209753,0.172332
0.381848,0.020996,0.173048
0.381943,0.0210094,0.173058
0.382156,0.0210842,0.173493
0.382633,0.0211218,0.173504
0.383475,0.0211416,0.17354
0.383754,0.0211458,0.17371
0.383754,0.0211557,0.173731
0.383964,0.0211691,0.173877
0.383964,0.0211722,0.17396
0.384045,0.0211931,0.174155
0.384176,0.0212735,0.174381
0.384706,0.0212792,0.174431
0.384706,0.0212949,0.174492
0.384784,0.0212986,0.174519
0.384862,0.0213171,0.174557
0.384862,0.0213395,0.174643
0.384866,0.0213399,0.174812
0.384866,0.0213431,0.174926
0.384895,0.021349,0.17497
0.385266,0.0213627,0.175024
0.385281,0.0213873,0.175162
0.385876,0.021456,0.175189
0.385926,0.0214774,0.175321
0.386156,0.0214942,0.175565
0.386163,0.0214978,0.175566
0.386522,0.0214981,0.175627
0.386522,0.0215125,0.175888
0.386614,0.0215477,0.17609
0.386746,0.0215682,0.176389
0.386746,0.0215691,0.177062
0.386952,0.0215779,0.177081
0.387074,0.0216008,0.177189
0.387474,0.0216536,0.177265
0.387474,0.0216601,0.17754
0.387764,0.0216627,0.177571
0.387764,0.0216775,0.177597
0.388018,0.021688,0.177671
0.388476,0.0217097,0.177784
0.388642,0.0217233,0.177899
0.388642,0.0217456,0.177902
0.388899,0.0217796,0.178012
0.389247,0.0217969,0.178037
0.389479,0.0218132,0.178144
0.389574,0.0218134,0.178158
0.38967,0.0218477,0.178411
0.389875,0.021869,0.178478
0.389875,0.0218696,0.178637
0.389887,0.0219206,0.178796
0.390152,0.0219247,0.178815
0.390152,0.0219382,0.178815
0.390311,0.0219415,0.178833
0.390612,0.0219654,0.178865
0.390729,0.0219799,0.179008
0.390784,0.0219942,0.179027
0.390835,0.0219975,0.179042
0.391103,0.0220233,0.179205
0.391179,0.0220234,0.179206
0.391309,0.0220394,0.179468
0.391546,0.0220504,0.179559
0.391613,0.0220923,0.179563
0.391707,0.0221405,0.179664
0.391747,0.0221455,0.179897
0.392007,0.0221568,0.180082
0.392159,0.022177,0.18016
0.392531,0.0221794,0.180177
0.39301,0.0222041,0.180389
0.393653,0.0222043,0.180917
0.393653,0.0222343,0.18141
0.394152,0.0222376,0.181431
0.394253,0.0222597,0.181447
0.394253,0.0222867,0.181463
0.394368,0.0223216,0.181743
0.394487,0.0223224,0.182137
0.394865,0.0223276,0.18228
0.394865,0.0223464,0.18237
0.395041,0.0223489,0.182374
0.395176,0.0223561,0.18239
0.395256,0.0223572,0.182829
0.39535,0.0223669,0.182868
0.395374,0.0223732,0.182872
0.395415,0.0223805,0.183131
0.395415,0.0223864,0.183485
0.395422,0.0223943,0.183611
0.395572,0.0224084,0.183644
0.395781,0.0224352,0.183855
0.395885,0.0224444,0.183936
0.396045,0.0224462,0.184071
0.396689,0.0225151,0.184134
0.396708,0.0226291,0.184158
0.397166,0.0226451,0.184182
0.397229,0.0226671,0.184399
0.397256,0.0226673,0.184443
0.397393,0.0226916,0.184478
0.397521,0.022713,0.184566
0.397543,0.0227455,0.18463
0.397557,0.0227791,0.184688
0.397675,0.0227936,0.184778
0.397731,0.0228136,0.184822
0.397909,0.02282,0.184884
0.397998,0.0228399,0.184921
0.397998,0.0228414,0.18522
0.398093,0.0228453,0.18528
0.398095,0.0228486,0.185294
0.398095,0.0228894,0.185314
0.398184,0.0228902,0.185346
0.398209,0.0228929,0.18535
0.398209,0.0229257,0.185392
0.398209,0.0229298,0.185466
0.398398,0.0229434,0.185482
0.398398,0.0229866,0.185537
0.398773,0.0229868,0.185551
0.398891,0.0229871,0.185647
0.398908,0.0229968,0.185723
0.398994,0.0230145,0.185817
0.398994,0.0230222,0.185849
0.399064,0.0230228,0.185888
0.399331,0.0230339,0.185915
0.399456,0.0230447,0.186011
0.399649,0.0230679,0.186229
0.399657,0.0230777,0.18628
0.399717,0.0230821,0.186394
0.400078,0.0230948,0.186592
0.400232,0.0231045,0.186958
0.400232,0.0231089,0.187063
0.400283,0.0231227,0.187617
0.400283,0.0231457,0.188106
0.400596,0.0231532,0.188168
0.40104,0.0232118,0.188375
0.401602,0.0232238,0.188395
0.401791,0.0232368,0.18841
0.401908,0.0232437,0.188589
0.401938,0.0232453,0.188739
0.401938,0.0232525,0.188782
0.401996,0.023275,0.188841
0.402207,0.0232803,0.18886
0.402207,0.0233052,0.188869
0.402207,0.0233193,0.188882
0.402479,0.0233416,0.189388
0.402521,0.0233626,0.189399
0.402554,0.0233691,0.189545
0.402907,0.0233842,0.189558
0.403022,0.0234002,0.18956
0.403284,0.0234156,0.189608
0.403292,0.023459,0.189701
0.403315,0.023471,0.189746
0.403385,0.0234815,0.189766
0.403496,0.0234974,0.190526
0.404005,0.0235308,0.190685
0.40422,0.0235354,0.190698
0.404578,0.0235389,0.190836
0.404578,0.0235532,0.190957
0.404585,0.0235631,0.191623
0.404687,0.0235786,0.191745
0.404694,0.0235805,0.191847
0.404694,0.02361,0.191888
0.404744,0.0236214,0.191936
0.404744,0.0236269,0.192286
0.405168,0.0236639,0.192428
0.405273,0.0236925,0.192504
0.405513,0.0236928,0.192525
0.405531,0.0236942,0.192726
0.405531,0.0237132,0.192785
0.40561,0.0237356,0.192837
0.40561,0.0237563,0.192976
0.40581,0.0237576,0.19314
0.405816,0.023765,0.193224
0.406126,0.0237654,0.193257
0.406186,0.0237713,0.193401
0.406189,0.0237888,0.193669
0.406299,0.0238142,0.193734
0.406313,0.0238181,0.193751
0.406348,0.0238268,0.19383
0.406369,0.0238588,0.193927
0.406733,0.0238708,0.193954
0.406759,0.0238717,0.193986
0.406989,0.0238753,0.194197
0.406992,0.0238948,0.194336
0.407013,0.0238972,0.19441
0.407107,0.0239148,0.194573
0.407209,0.0239206,0.194597
0.407299,0.0239294,0.194605
0.407375,0.023932,0.1947
0.407944,0.0239646,0.194766
0.408025,0.0239721,0.19482
0.408369,0.0239792,0.194972
0.408382,0.0239923,0.195056
0.408387,0.0239937,0.195157
0.408387,0.0239951,0.195349
0.408455,0.0240126,0.195374
0.408455,0.024055,0.195503
0.408479,0.0240609,0.195525
0.408554,0.0240762,0.195848
0.408678,0.0241198,0.195983
0.408678,0.0241335,0.196063
0.409309,0.024144,0.196066
0.409387,0.0241667,0.196228
0.409442,0.0241732,0.196248
0.409483,0.0241895,0.19632
0.409631,0.024191,0.196469
0.409688,0.0241978,0.196485
0.409877,0.0242513,0.196485
0.409877,0.0242538,0.196502
0.409877,0.0242715,0.196781
0.409893,0.0242732,0.196911
0.410147,0.0243051,0.197128
0.410272,0.0243117,0.19719
0.410426,0.0243166,0.197229
0.410426,0.0243197,0.197333
0.410426,0.0243936,0.197348
0.410487,0.0244014,0.19765
0.410547,0.0244069,0.197712
0.41056,0.024455,0.197764
0.410582,0.0244633,0.19785
0.410753,0.0244862,0.197961
0.410777,0.0244886,0.198059
0.410893,0.0244912,0.198624
0.411101,0.0245143,0.19881
0.411101,0.0245273,0.198893
0.411115,0.0245384,0.19891
0.411115,0.0245435,0.198914
0.411358,0.0245443,0.198919
0.411524,0.0245607,0.199018
0.411532,0.0245666,0.199241
0.411712,0.0246255,0.199277
0.412023,0.024631,0.199486
0.412235,0.0246322,0.199919
0.412424,0.0246665,0.200048
0.412526,0.024682,0.200553
0.412538,0.0246876,0.200677
0.412679,0.0246894,0.200739
0.412774,0.0247051,0.200777
0.412906,0.0247219,0.200851
0.412927,0.0247244,0.200952
0.413382,0.0247316,0.201074
0.413387,0.0247374,0.201091
0.413405,0.0247596,0.201242
0.413485,0.0247609,0.20133
0.413485,0.024765,0.201488
0.413547,0.0247686,0.201574
0.413551,0.024773,0.201582
0.413827,0.0247789,0.201654
0.413845,0.0248004,0.201686
0.413902,0.0248063,0.201854
0.414124,0.0248071,0.201976
0.414327,0.0248089,0.201983
0.414719,0.024819,0.202013
0.414734,0.0248271,0.202057
0.414734,0.0248321,0.202242
0.414888,0.0248376,0.202425
0.414888,0.0248383,0.202455
0.415133,0.02485,0.202468
0.415134,0.0248571,0.202488
0.415215,0.0248613,0.202605
0.415585,0.0248679,0.202609
0.415729,0.0248816,0.202675
0.415808,0.0248858,0.202734
0.415808,0.0248978,0.20274
0.416036,0.0249004,0.202752
0.416036,0.0249129,0.202754
0.416036,0.02492,0.203018
0.416156,0.0249202,0.203049
0.416156,0.0249505,0.203172
0.416247,0.0249513,0.203174
0.416247,0.0249683,0.203271
0.416313,0.0249744,0.203311
0.416313,0.0249759,0.203313
0.416354,0.0249808,0.203326
0.416525,0.0250111,0.203364
0.416525,0.0250289,0.203413
0.41654,0.0250366,0.203526
0.41685,0.0250535,0.203554
0.417008,0.0250651,0.203648
0.417008,0.0250752,0.20368
0.417053,0.025077,0.203691
0.417053,0.0250781,0.203803
0.417248,0.0250957,0.203922
0.417258,0.0250974,0.204086
0.417372,0.0250983,0.204096
0.417494,0.0250998,0.204106
0.417494,0.025108,0.204384
0.417638,0.0251316,0.204467
0.417823,0.02514,0.204603
0.417866,0.0251402,0.204603
0.418153,0.025143,0.205014
0.418324,0.025145,0.205033
0.4186,0.0251626,0.205044
0.418692,0.0251729,0.205228
0.418948,0.0251733,0.205256
0.419124,0.0251809,0.205303
0.419356,0.0252061,0.205322
0.419356,0.0252319,0.205423
0.419488,0.0252409,0.205523
0.419644,0.025241,0.205548
0.419769,0.0252424,0.205681
0.419983,0.0252573,0.205756
0.420192,0.0252623,0.205777
0.420471,0.0252666,0.205821
0.420529,0.0252683,0.205937
0.420575,0.025278,0.205959
0.420687,0.0252853,0.206119
0.420732,0.0252928,0.206187
0.420732,0.0252954,0.206208
0.420732,0.0253221,0.206225
0.420742,0.0253451,0.206322
0.420833,0.0253553,0.206405
0.421044,0.0253554,0.206444
0.421348,0.0253698,0.206527
0.42164,0.0253735,0.20683
0.421715,0.0253794,0.20684
0.421723,0.0253807,0.206912
0.421793,0.0254167,0.206987
0.421802,0.0254244,0.207021
0.421802,0.025433,0.2071
0.421802,0.0254463,0.207307
0.421922,0.0254541,0.20737
0.421929,0.0254588,0.207699
0.422039,0.0254793,0.207791
0.422039,0.0254852,0.207816
0.422074,0.0255034,0.207848
0.422247,0.0255058,0.20795
0.422376,0.0255065,0.208061
0.422417,0.0255217,0.208079
0.422457,0.0255253,0.208179
0.422529,0.0255322,0.208319
0.422539,0.0255413,0.208459
0.422539,0.0255452,0.208529
0.422553,0.0255559,0.208636
0.42257,0.0255753,0.20871
0.42257,0.025589,0.208736
0.422583,0.0256121,0.208839
0.422583,0.0256198,0.208839
0.422826,0.0256507,0.208916
0.422826,0.025653,0.209206
0.422882,0.0256615,0.209237
0.422887,0.025665,0.20926
0.422925,0.0256686,0.209336
0.422972,0.0256713,0.209378
0.423079,0.025722,0.209631
0.423124,0.0257305,0.209657
0.423127,0.0257508,0.2098
0.423243,0.0257555,0.209935
0.423334,0.0257699,0.210006
0.423334,0.0257852,0.21003
0.423334,0.0257884,0.210128
0.423595,0.0258425,0.210133
0.423706,0.0258493,0.210201
0.423919,0.0258506,0.210232
0.423962,0.0258553,0.210291
0.423963,0.0258678,0.210506
0.424182,0.0258759,0.210525
0.424275,0.0258946,0.210537
0.424289,0.0259142,0.210591
0.424342,0.0259227,0.210739
0.424431,0.0259508,0.210784
0.424621,0.0259602,0.210839
0.424634,0.0260062,0.210866
0.424733,0.0260162,0.210994
0.424733,0.0260177,0.211121
0.425,0.0260271,0.211211
0.425061,0.0260284,0.211243
0.425266,0.0260358,0.211246
0.425266,0.026069,0.211332
0.425366,0.02607,0.211479
0.425384,0.026114,0.211537
0.425505,0.0261201,0.211597
0.425569,0.0261306,0.211622
0.425653,0.0261561,0.211631
0.425658,0.0261582,0.211692
0.425724,0.0261856,0.211693
0.425793,0.0261957,0.211814
0.425793,0.0262082,0.211832
0.425793,0.0262104,0.211938
0.425822,0.0262205,0.212107
0.426039,0.0262291,0.212207
0.426039,0.026251,0.212344
0.426088,0.0262594,0.212506
0.426088,0.0262846,0.212672
0.426293,0.0262913,0.212713
0.426293,0.0262985,0.21277
0.426314,0.0263024,0.212903
0.426344,0.026311,0.212905
0.426438,0.0263251,0.212924
0.426666,0.0263493,0.213025
0.426694,0.0263644,0.213072
0.426873,0.0263647,0.213088
0.426873,0.0263662,0.213157
0.426899,0.026367,0.213164
0.426919,0.026368,0.213218
0.427074,0.0263763,0.213264
0.427074,0.0263918,0.213364
0.427117,0.0264005,0.213385
0.427152,0.0264031,0.213535
0.427152,0.0264038,0.213559
0.427186,0.0264046,0.213583
0.427226,0.0264085,0.213727
0.427252,0.0264174,0.213783
0.427252,0.026418,0.213802
0.427252,0.0264231,0.213901
0.427382,0.0264249,0.21391
0.427461,0.0264392,0.213965
0.427471,0.0264555,0.21398
0.427509,0.026462,0.214116
0.42761,0.0264682,0.214457
0.427641,0.0264764,0.214516
0.427676,0.0264822,0.214546
0.427711,0.0264938,0.214554
0.427803,0.026503,0.214575
0.427926,0.0265222,0.214607
0.427963,0.0265318,0.214664
0.427963,0.0265485,0.214676
0.428056,0.0265523,0.214729
0.428071,0.0265545,0.214755
0.428207,0.0265592,0.214849
0.428286,0.0265686,0.214879
0.428286,0.0265803,0.21488
0.428286,0.026591,0.215036
0.428298,0.0266006,0.215164
0.428374,0.026619,0.215284
0.428374,0.0266276,0.215319
0.42843,0.0266333,0.21532
0.428603,0.0266399,0.215352
0.428603,0.0266399,0.215441
0.428653,0.0266423,0.215532
0.42869,0.0266637,0.215592
0.42869,0.0266714,0.215604
0.428698,0.0266735,0.215688
0.428714,0.0266781,0.215702
0.428714,0.0266843,0.215722
0.428714,0.0266896,0.215788
0.428724,0.0267293,0.215811
0.428742,0.0267366,0.216099
0.428957,0.0267472,0.216213
0.428989,0.0267641,0.216506
0.42901,0.0267813,0.216548
0.429082,0.02679,0.216865
0.429268,0.026792,0.216941
0.429268,0.0267934,0.217008
0.429412,0.0268017,0.217025
0.429412,0.026805,0.217269
0.429426,0.0268365,0.217271
0.429461,0.0268454,0.217287
0.429461,0.0268878,0.217295
0.429471,0.0269082,0.217418
0.429695,0.0269113,0.217469
0.429761,0.0269118,0.21749
0.429761,0.0269344,0.217564
0.429761,0.0269344,0.217615
0.429768,0.0269383,0.217762
0.429768,0.0269672,0.21783
0.429768,0.0269754,0.217871
0.429782,0.0270012,0.217986
0.429808,0.0270205,0.218
0.429827,0.0270337,0.218071
0.429827,0.0270405,0.218078
0.429994,0.0270434,0.218129
0.430017,0.0270562,0.218146
0.430231,0.0270611,0.218187
0.430231,0.0270656,0.218209
0.430272,0.0270731,0.218496
0.430511,0.027077,0.21851
0.430517,0.0270862,0.218526
0.430592,0.0270963,0.218526
0.430595,0.0270994,0.218634
0.430839,0.0271009,0.2187
0.430839,0.0271141,0.218763
0.431058,0.0271319,0.218882
0.43106,0.0271325,0.218968
0.431121,0.0271414,0.218973
0.431399,0.0271444,0.218975
0.4314,0.027151,0.219036
0.4314,0.0271593,0.219162
0.431774,0.0271657,0.21917
0.431848,0.0271722,0.219197
0.431943,0.0271821,0.219326
0.431989,0.0272002,0.219399
0.431989,0.0272156,0.219427
0.431989,0.0272186,0.219545
0.432009,0.0272211,0.219643
0.432009,0.027254,0.219691
0.432027,0.0272579,0.219733
0.432151,0.0272625,0.219822
0.432151,0.0272672,0.21984
0.432156,0.0272701,0.220026
0.432363,0.027272,0.220095
0.432506,0.0272781,0.220111
0.432506,0.0273236,0.220182
0.432506,0.0273248,0.220197
0.432682,0.027327,0.220465
0.432682,0.0273292,0.220495
0.432711,0.027331,0.220514
0.432717,0.0273324,0.220644
0.432752,0.0273324,0.220737
0.432752,0.0273344,0.22078
0.432752,0.0273507,0.220874
0.432819,0.0273569,0.220975
0.432819,0.027368,0.221076
0.432819,0.0273692,0.221129
0.432992,0.0273698,0.221242
0.432992,0.0273793,0.221328
0.433151,0.0273831,0.221599
0.433754,0.0274341,0.221619
0.433754,0.0274444,0.221637
0.433964,0.027447,0.221666
0.433966,0.0274568,0.221718
0.434045,0.0274572,0.221776
0.434116,0.0274746,0.221808
0.434191,0.0275433,0.221842
0.434253,0.0275577,0.221856
0.434271,0.0275752,0.22191
0.434271,0.0275936,0.22204
0.434414,0.0275963,0.222077
0.434706,0.0276058,0.222134
0.434706,0.0276069,0.222217
0.434785,0.0276108,0.22223
0.434785,0.0276116,0.222335
0.434785,0.0276141,0.222403
0.434785,0.0276266,0.222583
0.434798,0.027632,0.222598
0.435257,0.0276411,0.222638
0.435266,0.027659,0.222642
0.435503,0.0276636,0.222878
0.435672,0.0276688,0.222994
0.435672,0.0276711,0.223024
0.435672,0.0276789,0.223089
0.435946,0.0276947,0.223096
0.436099,0.0276992,0.223162
0.436156,0.0277103,0.223179
0.436173,0.02775,0.223313
0.436173,0.0277535,0.223349
0.436173,0.0277751,0.223423
0.436173,0.0277804,0.223496
0.436203,0.027795,0.223556
0.436203,0.0277953,0.223648
0.436203,0.027797,0.223849
0.436203,0.027802,0.224047
0.436392,0.0278053,0.224088
0.436392,0.0278242,0.224138
0.436394,0.0278318,0.224161
0.436453,0.0278487,0.224237
0.436515,0.0278729,0.224257
0.436522,0.0278748,0.224344
0.436522,0.0278945,0.224492
0.436596,0.0279223,0.224512
0.436596,0.0279277,0.224525
0.436614,0.0279307,0.224538
0.436641,0.0279574,0.224539
0.437074,0.0279717,0.224547
0.437074,0.0279845,0.224564
0.437082,0.0279846,0.224582
0.437093,0.027985,0.224716
0.437093,0.0280028,0.224774
0.437216,0.0280063,0.224781
0.437225,0.0280082,0.22486
0.437225,0.0280099,0.224873
0.437322,0.0280119,0.224888
0.437461,0.0280155,0.224897
0.437577,0.0280219,0.224923
0.437948,0.0280306,0.224987
0.437996,0.0280316,0.225101
0.438476,0.0280405,0.225135
0.438642,0.0280462,0.225147
0.438642,0.0280486,0.225173
0.438642,0.0280546,0.225374
0.438813,0.0280582,0.225441
0.438884,0.0280676,0.225467
0.438884,0.0280933,0.225587
0.438884,0.0281093,0.225598
0.438899,0.0281133,0.225654
0.438899,0.0281163,0.225703
0.439371,0.0281177,0.225794
0.439371,0.0281314,0.225855
0.439371,0.0281425,0.225891
0.439419,0.0281481,0.225897
0.43944,0.0281536,0.225934
0.439513,0.0281558,0.22606
0.439513,0.0281611,0.226116
0.439574,0.0281665,0.22625
0.43967,0.0281708,0.226299
0.43967,0.028172,0.226312
0.439734,0.0281788,0.226359
0.439734,0.0281808,0.226408
0.439875,0.0281968,0.226687
0.439887,0.0282046,0.226748
0.439948,0.0282119,0.226808
0.439948,0.0282437,0.226905
0.440037,0.0282517,0.226907
0.440075,0.0282521,0.226938
0.440075,0.0282543,0.227163
0.440123,0.028258,0.227165
0.440152,0.0282717,0.227168
0.440173,0.0282758,0.227185
0.440296,0.0283006,0.227229
0.440296,0.0283185,0.22725
0.440311,0.028322,0.227257
0.440311,0.0283226,0.22732
0.440311,0.0283333,0.227389
0.440315,0.0283366,0.227403
0.440342,0.0283376,0.227406
0.440366,0.0283437,0.22743
0.440558,0.0283455,0.22748
0.440612,0.028376,0.227564
0.440784,0.0284044,0.227583
0.440784,0.0284093,0.227634
0.440815,0.0284186,0.227767
0.440835,0.0284272,0.227804
0.441036,0.0284285,0.227808
0.441036,0.0284306,0.227927
0.441103,0.0284322,0.227942
0.441103,0.028466,0.228044
0.441309,0.0284859,0.228079
0.441322,0.0285115,0.228185
0.441446,0.0285141,0.228253
0.441446,0.0285332,0.228272
0.441513,0.0285352,0.228334
0.441521,0.0285385,0.228411
0.441535,0.0285479,0.228463
0.441535,0.0285509,0.22853
0.441535,0.0285578,0.228663
0.441535,0.0285615,0.228686
0.441613,0.028576,0.228719
0.441974,0.0285818,0.228792
0.441974,0.0285856,0.228822
0.441982,0.0285998,0.228822
0.441989,0.0286005,0.22895
0.441989,0.0286063,0.229079
0.44201,0.0286143,0.229175
0.44201,0.0286298,0.229222
0.442038,0.0286517,0.229229
0.442038,0.0286522,0.229307
0.442038,0.0286835,0.229352
0.442134,0.0286836,0.229368
0.442159,0.0286898,0.229453
0.442173,0.0287064,0.229503
0.442173,0.0287101,0.229643
0.442325,0.0287118,0.229702
0.4427,0.0287131,0.229807
0.4427,0.0287557,0.229882
0.442791,0.0287605,0.230134
0.442893,0.0287609,0.230148
0.442893,0.0287867,0.230252
0.442964,0.0287933,0.230308
0.443008,0.0288046,0.23034
0.443008,0.0288086,0.230351
0.443008,0.0288373,0.230473
0.443008,0.0288424,0.230493
0.44301,0.0288745,0.230583
0.44301,0.0288783,0.230759
0.44301,0.0288799,0.230782
0.44301,0.0288834,0.230846
0.443099,0.0288893,0.230859
0.443099,0.0288942,0.230909
0.443231,0.0288985,0.230976
0.443267,0.0288987,0.231011
0.443454,0.0289533,0.231146
0.443454,0.0289636,0.231163
0.443653,0.0289683,0.231285
0.443653,0.0289712,0.231304
0.443687,0.0289713,0.231443
0.443687,0.0289869,0.231537
0.443811,0.0289936,0.23156
0.443825,0.0290049,0.231561
0.444062,0.0290066,0.231702
0.444062,0.0290193,0.231747
0.444124,0.0290282,0.231786
0.444253,0.0290295,0.231885
0.444253,0.0290473,0.231909
0.444262,0.0290734,0.232007
0.444368,0.0290775,0.232137
0.44439,0.0290861,0.232211
0.444469,0.0290865,0.232335
0.444487,0.0290898,0.232412
0.444653,0.0290932,0.232492
0.444814,0.0291022,0.232573
0.444814,0.0291034,0.232594
0.444828,0.0291167,0.232635
0.444865,0.0291218,0.2327
0.445036,0.0291259,0.232734
0.445041,0.0291307,0.232744
0.445041,0.0291372,0.232916
0.445102,0.0291388,0.232951
0.445102,0.0291418,0.233011
0.445176,0.0291487,0.233056
0.445256,0.0291726,0.233063
0.445256,0.0291811,0.233069
0.445306,0.0291833,0.233088
0.445306,0.0291856,0.233126
0.445344,0.0291869,0.233302
0.445344,0.029192,0.233353
0.445344,0.0291977,0.233396
0.445344,0.0291983,0.23365
0.445415,0.0292076,0.233682
0.445422,0.0292103,0.233703
0.445422,0.0292104,0.233714
0.445422,0.0292112,0.233833
0.445545,0.0292278,0.233867
0.445781,0.0292512,0.233881
0.445995,0.0292542,0.233919
0.445999,0.0292582,0.23397
0.445999,0.0292652,0.23402
0.446045,0.0292655,0.234021
0.446708,0.0292706,0.234059
0.446708,0.0292716,0.234176
0.446708,0.0292966,0.234197
0.446708,0.0292987,0.23421
0.446708,0.0292991,0.234294
0.446736,0.0293011,0.234422
0.446895,0.0293065,0.23445
0.446979,0.0293191,0.234518
0.446979,0.0293207,0.234527
0.447092,0.0293246,0.234555
0.447166,0.0293296,0.234582
0.447256,0.0293346,0.234584
0.447456,0.0293351,0.234586
0.447476,0.0293397,0.234759
0.447479,0.0293409,0.234996
0.447731,0.029356,0.23502
0.447909,0.029377,0.235177
0.447909,0.0293942,0.23521
0.448061,0.0293949,0.23528
0.448093,0.0293973,0.235298
0.448095,0.0294,0.235339
0.448184,0.0294093,0.235409
0.448207,0.0294124,0.235467
0.448209,0.0294134,0.235511
0.448209,0.0294398,0.235536
0.448531,0.0294435,0.235663
0.448545,0.029457,0.235726
0.448608,0.0294693,0.235801
