D,W,A
0.389831,0.0226832,0.181676
0.389831,0.0226915,0.181707
0.389831,0.0226931,0.181722
0.389992,0.0227059,0.181829
0.389992,0.0227111,0.181978
0.389992,0.0227887,0.182277
0.390384,0.0228134,0.182583
0.390384,0.0228174,0.182583
0.390384,0.0228207,0.182609
0.390719,0.0228214,0.182972
0.390813,0.0228537,0.183497
0.390813,0.0228614,0.183681
0.391002,0.0228671,0.183842
0.39105,0.0228677,0.183988
0.39105,0.0228743,0.184098
0.39105,0.0229152,0.184138
0.391148,0.0229181,0.184332
0.391722,0.0229292,0.184382
0.391722,0.0229298,0.184471
0.391722,0.0229843,0.184566
0.391786,0.0230052,0.184596
0.391941,0.0230379,0.18465
0.391941,0.0230686,0.185029
0.392276,0.023132,0.185318
0.392276,0.0231554,0.185567
0.392276,0.0231808,0.185568
0.39237,0.0232154,0.18579
0.392848,0.0232329,0.185987
0.392933,0.02324,0.186042
0.393061,0.0232469,0.186052
0.393134,0.0232507,0.186086
0.393134,0.0232613,0.186203
0.393556,0.0232769,0.186265
0.393556,0.0233193,0.186272
0.393556,0.0233229,0.186331
0.393556,0.0233286,0.186423
0.393842,0.023367,0.186531
0.39386,0.0233724,0.186539
0.39386,0.0233731,0.186542
0.394222,0.0233745,0.186724
0.394222,0.0233903,0.186732
0.394222,0.0233983,0.186837
0.394523,0.0234052,0.186896
0.394757,0.0234138,0.186924
0.394958,0.0234385,0.186935
0.394958,0.0234531,0.187105
0.39522,0.0234651,0.18724
0.39522,0.0234837,0.187253
0.395737,0.0234941,0.187274
0.395737,0.02353,0.187657
0.396047,0.0235383,0.18782
0.39619,0.0235398,0.188035
0.39619,0.0235644,0.18842
0.39619,0.0235691,0.18846
0.39678,0.0235997,0.188512
0.39678,0.0236011,0.188545
0.396986,0.0236054,0.188597
0.397056,0.0236112,0.188723
0.397537,0.0236134,0.18887
0.397677,0.0236218,0.189224
0.397811,0.0236286,0.189249
0.3982,0.0236304,0.189313
0.3982,0.0236591,0.189421
0.398252,0.0236641,0.189589
0.399039,0.0236668,0.189591
0.399039,0.0236695,0.1896
0.399039,0.0236904,0.189821
0.3992,0.0237585,0.190013
0.399231,0.0237828,0.19002
0.399231,0.0238124,0.190319
0.399352,0.0238139,0.19047
0.399352,0.0238178,0.19061
0.399383,0.0238639,0.190745
0.399383,0.0238724,0.190849
0.399611,0.0238871,0.191143
0.399909,0.0239003,0.191262
0.399909,0.0239104,0.19145
0.40004,0.0239508,0.191451
0.40004,0.0239745,0.191535
0.40004,0.0239871,0.191971
0.40004,0.0239887,0.19213
0.40004,0.0240001,0.192173
0.400441,0.0240042,0.192362
0.400541,0.0240042,0.192419
0.400992,0.0240228,0.192479
0.401414,0.0240779,0.192637
0.401542,0.0241034,0.192835
0.401542,0.0241451,0.192896
0.401542,0.0241537,0.192951
0.401542,0.0241646,0.193212
0.401627,0.0241678,0.193386
0.401843,0.0241844,0.193392
0.402263,0.0242031,0.193549
0.402263,0.0242133,0.193654
0.402263,0.0242228,0.193692
0.402278,0.0242299,0.193871
0.402506,0.0242533,0.194077
0.402558,0.0242756,0.194224
0.402622,0.024285,0.19424
0.402832,0.0243235,0.19426
0.402856,0.0243256,0.194296
0.402856,0.0243337,0.194306
0.403029,0.024336,0.19435
0.403029,0.0243896,0.194463
0.403029,0.0244005,0.194583
0.403704,0.0244034,0.194681
0.403859,0.024449,0.194749
0.403859,0.0244494,0.194805
0.403908,0.0244728,0.195017
0.403908,0.024474,0.195027
0.404048,0.024485,0.195122
0.404048,0.0244852,0.195143
0.404048,0.0244933,0.195199
0.404486,0.0245094,0.195321
0.404665,0.0245363,0.1954
0.404842,0.0245599,0.195422
0.404842,0.0245775,0.196306
0.404857,0.0245827,0.196338
0.404975,0.024593,0.196771
0.405061,0.0246029,0.196783
0.405061,0.0246645,0.196841
0.405206,0.0246825,0.196969
0.405206,0.0246826,0.19704
0.405319,0.0246927,0.197094
0.405417,0.0246935,0.197206
0.405632,0.0247018,0.197242
0.405632,0.0247026,0.197246
0.405632,0.0247082,0.197341
0.405632,0.0247302,0.197402
0.405675,0.0247582,0.197411
0.406496,0.0247824,0.197526
0.406496,0.0247864,0.197531
0.406496,0.0247906,0.197736
0.406496,0.0248064,0.197739
0.406563,0.0248089,0.197805
0.406563,0.0248443,0.197976
0.406563,0.0248551,0.197998
0.406642,0.0248562,0.198049
0.4067,0.0248568,0.198055
0.4067,0.0248568,0.19815
0.406718,0.0248913,0.198167
0.406718,0.0248915,0.198192
0.406718,0.0249242,0.198229
0.406718,0.024931,0.198531
0.406764,0.0249399,0.198702
0.406764,0.0249557,0.198766
0.407268,0.0249912,0.198784
0.407268,0.0249931,0.198811
0.407268,0.0249957,0.198868
0.407287,0.0250082,0.198923
0.407691,0.0250351,0.198928
0.407691,0.025059,0.199002
0.407691,0.0250623,0.199138
0.407691,0.0250736,0.199203
0.40846,0.0250839,0.199212
0.408625,0.025085,0.19923
0.408759,0.0251043,0.199355
0.408892,0.0251045,0.199444
0.408908,0.0251204,0.199458
0.409388,0.0251295,0.199516
0.410109,0.0251327,0.199527
0.410109,0.0251355,0.19985
0.410109,0.0251499,0.199874
0.410109,0.025165,0.199921
0.410109,0.0251795,0.199978
0.410297,0.0251858,0.199985
0.410297,0.0252019,0.200591
0.410638,0.025212,0.200652
0.410638,0.025224,0.20067
0.410638,0.025225,0.20075
0.410638,0.0252307,0.200804
0.410638,0.0252387,0.200893
0.41117,0.0252485,0.201059
0.411444,0.0252508,0.201096
0.411733,0.0252574,0.201126
0.411909,0.0252873,0.201155
0.411909,0.025294,0.201224
0.411924,0.0253514,0.201292
0.412238,0.0253524,0.20132
0.412238,0.0253665,0.201524
0.412238,0.0253666,0.201534
0.412238,0.0254002,0.201671
0.412238,0.0254045,0.201712
0.412314,0.0254372,0.201728
0.412314,0.0254817,0.201869
0.412517,0.0254834,0.201909
0.412517,0.0254855,0.201986
0.412687,0.0254945,0.201988
0.412867,0.025503,0.202004
0.412867,0.0255118,0.202116
0.412873,0.0255169,0.202165
0.412873,0.0255345,0.202257
0.412873,0.0255471,0.202297
0.413256,0.0255695,0.202336
0.413256,0.0255908,0.202357
0.413494,0.025616,0.202424
0.413834,0.0256235,0.202559
0.413834,0.0256441,0.202665
0.414172,0.0256567,0.202671
0.414391,0.0256649,0.202693
0.414558,0.0256748,0.202756
0.414603,0.0256819,0.203218
0.414905,0.0257133,0.203277
0.414905,0.0257311,0.203491
0.415118,0.0257954,0.203604
0.415118,0.0257965,0.203692
0.415118,0.0258247,0.203829
0.415118,0.0258457,0.203866
0.415127,0.0258558,0.20389
0.415127,0.0258643,0.203932
0.415127,0.0258646,0.203994
0.415127,0.0258669,0.204023
0.415245,0.0258824,0.204054
0.41551,0.0259103,0.204063
0.415604,0.0259153,0.204087
0.415987,0.025917,0.204104
0.415987,0.0259191,0.204279
0.415987,0.0259233,0.204293
0.416051,0.0259248,0.204554
0.416051,0.0259378,0.204572
0.416161,0.0259389,0.204687
0.416376,0.0259543,0.204697
0.416376,0.0259551,0.204719
0.416376,0.0259655,0.204728
0.416425,0.0259667,0.204883
0.416425,0.0259737,0.204906
0.416425,0.0260173,0.205071
0.416449,0.0260264,0.205095
0.416471,0.026041,0.205115
0.416471,0.0260473,0.205229
0.416471,0.0260542,0.205367
0.416471,0.0260678,0.205457
0.416525,0.026091,0.205594
0.416525,0.0261144,0.205636
0.416525,0.0261845,0.205739
0.416525,0.0262113,0.205767
0.416556,0.0262135,0.205794
0.416556,0.0262185,0.205808
0.41682,0.0262246,0.20581
0.41682,0.02623,0.206329
0.41682,0.0262456,0.206435
0.41682,0.0262457,0.206513
0.41682,0.0262754,0.206662
0.41682,0.0262877,0.206755
0.41682,0.0262892,0.206856
0.41682,0.0262926,0.206861
0.41766,0.0263118,0.206865
0.41766,0.0263135,0.206992
0.417845,0.0263241,0.207104
0.418003,0.0263253,0.207155
0.418003,0.0263428,0.207169
0.418168,0.0263573,0.207215
0.418168,0.0263578,0.207353
0.418311,0.0263623,0.207386
0.418703,0.0263827,0.207402
0.418831,0.0263892,0.207452
0.419335,0.0264313,0.207522
0.419335,0.0264349,0.207596
0.419335,0.0264483,0.207651
0.419381,0.0264492,0.207676
0.419539,0.0264632,0.207798
0.419539,0.0264723,0.207887
0.419661,0.0264787,0.208086
0.419661,0.0264797,0.208097
0.419661,0.0265076,0.208148
0.419661,0.0265197,0.208163
0.419661,0.0265342,0.208338
0.419779,0.0265448,0.208364
0.419779,0.0265707,0.208376
0.419779,0.0265775,0.208527
0.420178,0.0265798,0.208539
0.420205,0.0266126,0.208578
0.420552,0.0266201,0.208586
0.420552,0.0266236,0.208652
0.420552,0.0266251,0.208652
0.420552,0.0266317,0.208759
0.420552,0.0267009,0.209019
0.420552,0.0267184,0.209019
0.420552,0.0267228,0.209091
0.420552,0.0267254,0.209178
0.420585,0.0267381,0.209302
0.420585,0.0267447,0.209343
0.420585,0.0267509,0.209369
0.420664,0.0267522,0.209407
0.420664,0.0267689,0.209527
0.420664,0.0267747,0.209543
0.420664,0.0267916,0.209556
0.420825,0.0268094,0.209744
0.420825,0.0268221,0.20977
0.420825,0.0268296,0.209782
0.421154,0.0268298,0.209859
0.421394,0.0268332,0.210181
0.421394,0.0268335,0.210288
0.42144,0.0268352,0.210318
0.42144,0.0268492,0.210329
0.421957,0.0268558,0.210352
0.422154,0.0268729,0.210356
0.422154,0.0268737,0.210375
0.422154,0.0268744,0.210421
0.422194,0.0268758,0.210483
0.422711,0.0268893,0.210612
0.422711,0.0269023,0.210771
0.422711,0.0269118,0.210772
0.422711,0.0269263,0.2109
0.422729,0.0269356,0.210993
0.422729,0.0269562,0.211018
0.422729,0.0269674,0.211086
0.422842,0.026979,0.211094
0.422842,0.0269959,0.21111
0.422842,0.0270064,0.211163
0.423103,0.0270079,0.211171
0.423103,0.0270119,0.211185
0.423103,0.0270151,0.211225
0.423198,0.0270252,0.211251
0.423246,0.0270384,0.211346
0.42373,0.0270385,0.2114
0.42373,0.0270472,0.211428
0.425135,0.0270675,0.211509
0.425135,0.0270684,0.211534
0.425199,0.027076,0.211746
0.425199,0.0270913,0.211855
0.425199,0.0270956,0.211861
0.425199,0.0270962,0.211881
0.425436,0.0270983,0.211913
0.425436,0.0271153,0.212056
0.425436,0.0271224,0.212092
0.425466,0.0271299,0.212151
0.425466,0.0271551,0.212154
0.425618,0.0271572,0.212187
0.425618,0.0271582,0.21229
0.425618,0.0271608,0.212295
0.425618,0.0271772,0.212422
0.425618,0.0271983,0.212546
0.425767,0.0272053,0.212709
0.425868,0.0272064,0.212727
0.425868,0.0272198,0.212797
0.425868,0.0272312,0.212967
0.425886,0.0272377,0.213033
0.425886,0.0272421,0.21308
0.426324,0.0272512,0.213095
0.426324,0.0272626,0.213131
0.426324,0.0272642,0.213271
0.426324,0.0272661,0.213376
0.426324,0.0272764,0.21365
0.426324,0.0272869,0.213677
0.426433,0.0273054,0.213688
0.426433,0.0273203,0.213804
0.426433,0.0273242,0.213865
0.426433,0.0273378,0.213937
0.426433,0.0273416,0.213943
0.426607,0.0273609,0.213969
0.426607,0.0273711,0.214153
0.42661,0.0273767,0.214212
0.42661,0.0273821,0.214361
0.42661,0.0273835,0.214407
0.42661,0.027404,0.214536
0.42661,0.0274058,0.214592
0.42661,0.0274175,0.214764
0.42661,0.0274195,0.215145
0.426911,0.0274227,0.215147
0.426923,0.0274254,0.215155
0.426923,0.027428,0.215271
0.426923,0.0274288,0.215445
0.426923,0.0274314,0.215579
0.426938,0.0274323,0.215693
0.426938,0.0274407,0.215703
0.426938,0.0274423,0.215738
0.426938,0.0274501,0.215751
0.427002,0.0274531,0.216135
0.427002,0.0274658,0.216215
0.427002,0.0274711,0.216257
0.427002,0.0274731,0.216343
0.427002,0.0274733,0.216491
0.427002,0.0274802,0.216498
0.427002,0.0274851,0.216546
0.427039,0.0275004,0.216546
0.427039,0.0275054,0.216589
0.427039,0.0275205,0.216656
0.427172,0.0275208,0.216703
0.427184,0.0275551,0.216734
0.427184,0.027561,0.216787
0.427184,0.027561,0.216801
0.427628,0.0275658,0.216876
0.427644,0.0275775,0.217007
0.427644,0.0275965,0.217008
0.427671,0.0276183,0.217029
0.427671,0.0276312,0.217111
0.427671,0.0276429,0.217154
0.427808,0.0276539,0.217205
0.427808,0.0276578,0.217289
0.427808,0.0276602,0.21744
0.42792,0.0276643,0.217477
0.42792,0.0276838,0.217628
0.428042,0.0276853,0.217728
0.428042,0.0276907,0.217729
0.428042,0.0276909,0.217814
0.428133,0.0276916,0.217819
0.428133,0.0277148,0.217849
0.428133,0.0277245,0.217854
0.42858,0.027737,0.217904
0.42858,0.0277697,0.217995
0.42858,0.0278067,0.218118
0.42858,0.0278169,0.218139
0.42858,0.0278181,0.218257
0.428653,0.0278197,0.218291
0.428653,0.0278216,0.218321
0.428693,0.0278342,0.21835
0.428693,0.0278462,0.218356
0.428693,0.0278499,0.218366
0.428693,0.0278643,0.218387
0.428693,0.0278682,0.218436
0.428693,0.027878,0.21846
0.428693,0.0278874,0.218515
0.428693,0.0278983,0.218602
0.428693,0.0279135,0.218678
0.428693,0.0279216,0.218771
0.429185,0.027923,0.218858
0.429185,0.0279265,0.218966
0.429185,0.027957,0.219104
0.429185,0.0279606,0.219109
0.429185,0.0279689,0.219204
0.429185,0.0279791,0.219288
0.429271,0.0279851,0.21931
0.429271,0.0279933,0.219329
0.429271,0.0279986,0.219516
0.429271,0.0280071,0.219518
0.429271,0.0280079,0.219519
0.429444,0.0280366,0.21952
0.429444,0.0280771,0.219543
0.429444,0.028089,0.219573
0.429444,0.0280911,0.219628
0.429444,0.0280972,0.219736
0.429785,0.0281037,0.219877
0.429912,0.0281345,0.219883
0.429912,0.0281413,0.21991
0.429912,0.0281561,0.219931
0.429912,0.0281566,0.219959
0.430022,0.0281588,0.220019
0.430022,0.0281743,0.220061
0.43087,0.028183,0.220368
0.43087,0.0281887,0.220386
0.431217,0.0281963,0.220404
0.431506,0.0281979,0.220434
0.431676,0.0282015,0.22049
0.431676,0.028202,0.22059
0.431676,0.0282051,0.220748
0.431676,0.0282187,0.220782
0.431883,0.028228,0.220801
0.431947,0.0282282,0.220824
0.432193,0.0282298,0.220902
0.432193,0.0282356,0.220917
0.432193,0.0282362,0.22094
0.432193,0.0282619,0.220946
0.432193,0.0282656,0.221137
0.432193,0.0282765,0.221144
0.43243,0.0282821,0.221149
0.43243,0.0283062,0.221153
0.432786,0.0283073,0.221178
0.432786,0.0283212,0.221202
0.432902,0.0283288,0.221223
0.432902,0.0283333,0.221231
0.432902,0.0283431,0.221244
0.433209,0.0283812,0.221358
0.433504,0.0283934,0.221386
0.433504,0.0283987,0.221443
0.433519,0.0284,0.221567
0.433519,0.0284055,0.221635
0.433601,0.028409,0.22169
0.433744,0.0284106,0.221726
0.433744,0.028417,0.221815
0.433744,0.0284324,0.221885
0.433744,0.0284379,0.222032
0.433744,0.028461,0.22234
0.433744,0.0284812,0.222496
0.433768,0.0284815,0.222605
0.433777,0.0284965,0.222637
0.433777,0.0284988,0.222701
0.433777,0.0285158,0.222712
0.433777,0.028518,0.222727
0.433777,0.0285331,0.222735
0.433777,0.0285427,0.222741
0.433957,0.0285457,0.222836
0.433957,0.0285534,0.222841
0.433981,0.0285564,0.222883
0.433981,0.0285593,0.222894
0.433981,0.0285594,0.22303
0.433981,0.0285829,0.223139
0.433981,0.0285925,0.223177
0.434012,0.028597,0.223215
0.434012,0.0285972,0.223478
0.434012,0.0286076,0.223539
0.434012,0.0286257,0.223555
0.434261,0.0286308,0.223626
0.434261,0.0286403,0.223656
0.434261,0.0286556,0.223656
0.434565,0.0286583,0.223668
0.4349,0.0286754,0.223745
0.4349,0.0286776,0.223879
0.434988,0.0286794,0.22396
0.434988,0.0286865,0.224056
0.434988,0.028718,0.224101
0.434988,0.0287297,0.224195
0.43552,0.0287413,0.22432
0.43552,0.0287422,0.224366
0.43552,0.0287444,0.224509
0.43552,0.0287549,0.224602
0.43552,0.0287728,0.224834
0.435794,0.0287797,0.22484
0.435794,0.0287843,0.224878
0.435794,0.0287902,0.224924
0.435852,0.0287903,0.224969
0.435885,0.0288016,0.225011
0.435946,0.0288016,0.225033
0.435946,0.0288024,0.225038
0.435946,0.0288164,0.225099
0.435946,0.0288214,0.225132
0.435946,0.0288227,0.225197
0.436125,0.028823,0.225459
0.436125,0.0288337,0.225475
0.436204,0.0288674,0.225555
0.436651,0.0288788,0.225633
0.436651,0.0288977,0.225705
0.436758,0.0289033,0.225776
0.436758,0.0289044,0.225819
0.436758,0.0289266,0.225867
0.436758,0.0289303,0.225881
0.436758,0.0289369,0.225881
0.436898,0.0289459,0.225913
0.436898,0.028968,0.225941
0.436898,0.0289757,0.225955
0.436898,0.0289887,0.226003
0.436898,0.0289975,0.226004
0.436898,0.0290012,0.226101
0.437038,0.0290128,0.226125
0.437126,0.029013,0.226252
0.437171,0.0290199,0.226269
0.437171,0.0290286,0.226298
0.437171,0.0290293,0.226343
0.437171,0.0290345,0.226387
0.437171,0.0290371,0.226471
0.437171,0.0290535,0.226509
0.437171,0.0290608,0.226625
0.437171,0.0290687,0.226644
0.437171,0.0290717,0.226646
0.437244,0.0290847,0.226656
0.437679,0.0290888,0.226657
0.437679,0.0290911,0.226725
0.438038,0.0291192,0.226798
0.438038,0.02914,0.226819
0.438038,0.029142,0.226822
0.438038,0.0291448,0.226844
0.438038,0.0291502,0.226904
0.438038,0.0291635,0.227085
0.438163,0.0291765,0.227195
0.438163,0.0291834,0.227223
0.438163,0.0291967,0.227267
0.438458,0.029203,0.22733
0.438458,0.0292133,0.227353
0.438458,0.0292283,0.227474
0.438458,0.0292308,0.227478
0.438458,0.0292344,0.227496
0.43847,0.0292526,0.227535
0.43847,0.0292704,0.227568
0.43847,0.0292706,0.227631
0.43923,0.0292727,0.227691
0.43923,0.0292918,0.227697
0.43923,0.0292921,0.227816
0.43923,0.0292961,0.227818
0.43923,0.0292978,0.227843
0.439233,0.0293088,0.227932
0.439233,0.0293464,0.227941
0.439233,0.0293648,0.227964
0.439245,0.0293686,0.228018
0.439245,0.0293717,0.228056
0.439245,0.0293776,0.228118
0.439245,0.0293813,0.228134
0.439245,0.0293815,0.228245
0.439245,0.0293851,0.228347
0.439419,0.0293893,0.228415
0.439419,0.0294026,0.22845
0.439419,0.0294139,0.228587
0.439632,0.0294298,0.228723
0.439702,0.0294408,0.228744
0.439729,0.0294443,0.228789
0.439939,0.0294793,0.228821
0.44003,0.0294914,0.228908
0.44003,0.0294969,0.228961
0.44003,0.0295219,0.228971
0.44003,0.0295273,0.22901
0.44003,0.0295286,0.229028
0.44003,0.0295337,0.229034
0.440094,0.0295386,0.229036
0.440456,0.0295396,0.229105
0.440456,0.0295403,0.229129
0.440456,0.0295502,0.229136
0.440535,0.0295734,0.229177
0.440535,0.0295747,0.229257
0.440535,0.0295751,0.229393
0.440556,0.0295768,0.229415
0.440556,0.0295793,0.229438
0.440556,0.0295888,0.229479
0.440556,0.029602,0.229505
0.440717,0.0296148,0.22951
0.441,0.0296154,0.229518
0.441,0.0296266,0.229555
0.441,0.0296281,0.229679
0.441,0.02963,0.22974
0.441,0.0296322,0.22977
0.441,0.029653,0.229793
0.441332,0.0296629,0.229902
0.441332,0.0296652,0.230023
0.441332,0.0296694,0.230052
0.441554,0.0296702,0.230056
0.441554,0.0296705,0.230179
0.441554,0.029676,0.230278
0.441554,0.0296803,0.230353
0.441636,0.0296909,0.230582
0.441636,0.0296981,0.230593
0.441636,0.0297103,0.230681
0.441666,0.0297225,0.230923
0.441666,0.0297284,0.231131
0.441666,0.0297287,0.231206
0.441666,0.029731,0.231211
0.441706,0.0297363,0.23128
0.441706,0.0297377,0.231286
0.441706,0.0297894,0.231399
0.441706,0.029809,0.231402
0.441706,0.0298147,0.231449
0.441706,0.029826,0.231481
0.442019,0.0298338,0.231615
0.442019,0.0298435,0.231619
0.442034,0.0298482,0.231703
0.442034,0.0298567,0.231763
0.442034,0.0298651,0.231925
0.442034,0.029877,0.231998
0.442034,0.0298773,0.23222
0.442034,0.0299091,0.232269
0.442034,0.0299171,0.232271
0.442326,0.0299186,0.232275
0.442326,0.0299198,0.232301
0.442326,0.0299245,0.232303
0.442445,0.0299282,0.232314
0.442445,0.0299286,0.232343
0.442445,0.0299344,0.232346
0.442445,0.029946,0.232389
0.442445,0.0299497,0.232431
0.442445,0.0299502,0.232432
0.442445,0.0299641,0.232561
0.442445,0.0299718,0.232652
