D,W,A
0.387754,0.0215616,0.178053
0.388129,0.0215768,0.178102
0.388318,0.0215986,0.178144
0.388584,0.0216083,0.178187
0.388584,0.0216406,0.17828
0.388617,0.0216448,0.178408
0.388617,0.0216906,0.178858
0.388617,0.0216922,0.179006
0.388867,0.0217381,0.179014
0.388901,0.0217442,0.179082
0.388927,0.0217498,0.179405
0.389162,0.0217555,0.179712
0.389595,0.0218007,0.179974
0.389765,0.0218135,0.180009
0.390086,0.0218188,0.180073
0.390108,0.0218322,0.180294
0.390108,0.0218363,0.180384
0.390168,0.0218369,0.180438
0.390514,0.0218653,0.180549
0.390514,0.0218685,0.180662
0.390514,0.0219383,0.180665
0.390528,0.0219384,0.180914
0.391001,0.0219644,0.180937
0.391364,0.0219685,0.18129
0.391364,0.0219951,0.181475
0.391364,0.0220691,0.181502
0.391364,0.0220962,0.18161
0.391554,0.0221297,0.181856
0.391706,0.0221417,0.181906
0.391971,0.0221905,0.182302
0.391971,0.0222271,0.1828
0.392139,0.0222281,0.182818
0.392299,0.0222297,0.183113
0.392299,0.0222513,0.183231
0.392623,0.0222795,0.183373
0.392623,0.0222877,0.18344
0.392797,0.0222935,0.183617
0.392797,0.0222985,0.183628
0.39298,0.0222992,0.18375
0.393101,0.0223197,0.183985
0.393123,0.0223474,0.184078
0.393123,0.0223506,0.184245
0.393241,0.0223544,0.184456
0.393279,0.0224314,0.184707
0.393342,0.0224904,0.185409
0.393605,0.0225225,0.185475
0.394225,0.0225326,0.18561
0.394531,0.0225474,0.185699
0.394531,0.0225527,0.185837
0.394772,0.022641,0.185966
0.39498,0.022684,0.185969
0.395089,0.0226876,0.186064
0.395089,0.0227067,0.186102
0.395173,0.0227211,0.186162
0.395173,0.0227375,0.186174
0.395173,0.0227445,0.186243
0.395189,0.0227502,0.186257
0.395189,0.0227634,0.186527
0.395426,0.0227697,0.186673
0.395868,0.0227722,0.186744
0.395973,0.0227769,0.186763
0.395973,0.0227966,0.18701
0.396227,0.0228339,0.187132
0.396231,0.0228453,0.187264
0.396231,0.0228739,0.187344
0.396789,0.0229722,0.187357
0.396863,0.0230689,0.187641
0.396863,0.0230691,0.187682
0.396974,0.0230757,0.187721
0.397057,0.0230841,0.18783
0.39726,0.0230975,0.187845
0.397595,0.0231148,0.187864
0.397595,0.0231169,0.18802
0.397651,0.0231564,0.188147
0.397738,0.0232026,0.188333
0.397738,0.0232256,0.188355
0.398041,0.0232304,0.188835
0.398041,0.0232313,0.189059
0.398376,0.023232,0.189091
0.398648,0.0232551,0.189272
0.398648,0.0232718,0.18932
0.39897,0.0232896,0.18936
0.399411,0.0233498,0.189417
0.399634,0.0233565,0.189625
0.399634,0.0233592,0.189779
0.399916,0.0233741,0.189806
0.400467,0.0233774,0.189861
0.400498,0.0233805,0.189892
0.400547,0.0233869,0.189906
0.400623,0.0233991,0.189938
0.400623,0.0234147,0.190033
0.401092,0.0234187,0.190049
0.401105,0.02342,0.190322
0.401237,0.0234304,0.190417
0.401333,0.0234639,0.190452
0.401333,0.0235234,0.190513
0.401333,0.0235281,0.190732
0.401498,0.0235357,0.190956
0.401498,0.023539,0.190964
0.401585,0.0235475,0.191026
0.401585,0.0235506,0.191059
0.401585,0.0235578,0.191158
0.401679,0.023569,0.191244
0.402723,0.0235751,0.191306
0.402792,0.0235796,0.191334
0.402792,0.0236059,0.191582
0.402875,0.023623,0.191632
0.402875,0.0236342,0.191777
0.402875,0.023638,0.192164
0.402875,0.0236625,0.192273
0.402993,0.0236895,0.192296
0.403042,0.0236959,0.192504
0.403359,0.0236984,0.192662
0.40356,0.0237623,0.192669
0.403629,0.0237736,0.19274
0.403629,0.0238053,0.192817
0.403629,0.0238408,0.192931
0.40385,0.0238522,0.192982
0.404665,0.0238848,0.193023
0.404861,0.0239052,0.193095
0.404861,0.0239076,0.193226
0.404861,0.0239083,0.193303
0.405151,0.0239106,0.193316
0.405191,0.023922,0.19342
0.405407,0.0239239,0.193816
0.40559,0.0239359,0.193891
0.40578,0.0239406,0.193974
0.40578,0.0239468,0.194019
0.405805,0.0239821,0.194079
0.405805,0.0239876,0.19417
0.405805,0.0239923,0.194228
0.405903,0.0239937,0.194308
0.406202,0.0239964,0.194412
0.406309,0.0240047,0.194474
0.406722,0.02405,0.194598
0.406934,0.0240808,0.194619
0.406934,0.024109,0.194675
0.406934,0.0241259,0.194723
0.406934,0.0241634,0.194846
0.406934,0.0241813,0.19493
0.407034,0.0241863,0.194932
0.407034,0.0241879,0.194998
0.407224,0.0241909,0.195131
0.407956,0.0241983,0.195161
0.408074,0.0242184,0.195209
0.408074,0.0242359,0.195269
0.408074,0.0242404,0.195273
0.408496,0.0242432,0.195457
0.408496,0.0242812,0.195566
0.408503,0.0243278,0.195733
0.408755,0.0243754,0.195933
0.408755,0.0243769,0.196014
0.408755,0.0243787,0.19602
0.409005,0.0243795,0.196024
0.409163,0.0243867,0.196027
0.409507,0.0244177,0.196195
0.409545,0.0244392,0.196312
0.409545,0.0244759,0.196343
0.409545,0.02449,0.196389
0.410145,0.0244974,0.196451
0.410145,0.0245041,0.196462
0.410145,0.0245099,0.196482
0.410145,0.0245295,0.19649
0.410853,0.024544,0.196496
0.41112,0.0245522,0.196556
0.41112,0.0245716,0.196809
0.411194,0.0245865,0.196961
0.411194,0.0246171,0.197165
0.411477,0.0246256,0.197238
0.411576,0.0246391,0.197368
0.411584,0.0246452,0.197481
0.411649,0.0246683,0.197497
0.411756,0.0246844,0.197509
0.412363,0.0246887,0.197614
0.412363,0.0247063,0.197642
0.412363,0.0247097,0.197739
0.412386,0.0247149,0.198033
0.412386,0.0247656,0.19829
0.412386,0.0247702,0.198383
0.412546,0.0247706,0.198397
0.41274,0.0247765,0.198727
0.412829,0.0247854,0.198727
0.41314,0.0248103,0.198745
0.41314,0.0248104,0.198858
0.413292,0.0248195,0.198915
0.413292,0.0248502,0.198954
0.413329,0.024875,0.198993
0.413329,0.0248766,0.199081
0.413329,0.0248993,0.19909
0.413392,0.024922,0.19913
0.413392,0.0249313,0.199214
0.413392,0.0249671,0.199271
0.413392,0.0250285,0.199292
0.413499,0.0250334,0.199391
0.413577,0.0250407,0.199403
0.413928,0.0250408,0.199444
0.413928,0.0251065,0.199745
0.413981,0.0251243,0.19987
0.413981,0.0251352,0.199889
0.413981,0.0251434,0.19989
0.413981,0.0251528,0.199933
0.414157,0.0251568,0.199972
0.414157,0.0251908,0.199986
0.414157,0.0251968,0.200026
0.414334,0.0252063,0.200184
0.414334,0.0252153,0.200187
0.414334,0.0252222,0.200288
0.414492,0.0252242,0.200292
0.414492,0.0252285,0.20074
0.41455,0.0252454,0.20094
0.414588,0.0252479,0.200997
0.414588,0.0252512,0.201045
0.415425,0.0252572,0.201196
0.415541,0.0252623,0.201214
0.41565,0.0252731,0.201249
0.41565,0.0252769,0.20126
0.415715,0.025294,0.201402
0.415798,0.0253204,0.20142
0.41584,0.0253234,0.201464
0.415887,0.0253302,0.201483
0.416163,0.025334,0.201743
0.416163,0.0254107,0.201775
0.416163,0.0254122,0.201813
0.416252,0.0254147,0.201835
0.416252,0.0254727,0.201872
0.416252,0.0254972,0.202049
0.416335,0.0255015,0.202051
0.416487,0.025509,0.20208
0.416487,0.0255128,0.202083
0.416487,0.0255238,0.202094
0.416487,0.0255388,0.202155
0.416487,0.0255403,0.202197
0.416509,0.0255416,0.202292
0.416833,0.0255513,0.202505
0.416833,0.0255649,0.202541
0.416833,0.0255757,0.20261
0.416833,0.0255822,0.202622
0.416893,0.0255934,0.20265
0.417462,0.025597,0.202699
0.417462,0.0256162,0.202764
0.417462,0.025664,0.202774
0.417558,0.0256874,0.202877
0.417558,0.0256949,0.202889
0.417558,0.025696,0.202916
0.417567,0.025697,0.202995
0.417717,0.0257118,0.203037
0.417717,0.0257157,0.203079
0.417717,0.0257415,0.203087
0.417893,0.0257461,0.203196
0.417893,0.0257554,0.203285
0.418069,0.0257711,0.203287
0.418069,0.0257974,0.203301
0.418123,0.0258002,0.203474
0.418389,0.025802,0.20354
0.418389,0.0258277,0.20364
0.418658,0.0258317,0.20372
0.418658,0.0258384,0.203901
0.418658,0.0258386,0.204019
0.418721,0.0258568,0.204029
0.418759,0.0258608,0.204032
0.418759,0.0258614,0.204161
0.418911,0.0258689,0.20419
0.418911,0.0258719,0.204225
0.419207,0.0258757,0.204321
0.419207,0.0258974,0.204328
0.419221,0.0259,0.204364
0.41931,0.0259015,0.20442
0.41931,0.0259134,0.204425
0.41931,0.0259174,0.204467
0.419504,0.0259337,0.204468
0.419665,0.0259507,0.20483
0.419665,0.0259762,0.204951
0.419665,0.0259813,0.205019
0.420294,0.0259946,0.205051
0.420294,0.0260003,0.205063
0.420466,0.0260015,0.205182
0.420573,0.0260077,0.205446
0.420573,0.0260131,0.205627
0.420573,0.0260357,0.205648
0.42068,0.0260477,0.205722
0.42068,0.0260542,0.205748
0.42068,0.0260629,0.205887
0.42093,0.0260697,0.205971
0.420979,0.02607,0.205974
0.421198,0.0260774,0.206
0.421198,0.0260887,0.206253
0.421347,0.0261019,0.2063
0.421347,0.0261164,0.206382
0.421655,0.0261257,0.206473
0.421874,0.0261278,0.206481
0.421874,0.0261297,0.206528
0.422244,0.0261323,0.206541
0.422244,0.0261421,0.206543
0.422506,0.0261498,0.206566
0.422506,0.0261624,0.206579
0.422544,0.0261641,0.206635
0.422552,0.0261641,0.207276
0.422552,0.0261662,0.207426
0.422887,0.026181,0.207626
0.423045,0.026189,0.207749
0.423137,0.0261908,0.207843
0.423137,0.0261909,0.207875
0.423197,0.0262018,0.207925
0.423197,0.0262113,0.20794
0.423197,0.0262226,0.207996
0.423296,0.026229,0.20811
0.423296,0.0262372,0.208216
0.423307,0.0262483,0.208304
0.423307,0.0262665,0.20844
0.423405,0.0262706,0.208753
0.423405,0.026294,0.208873
0.42347,0.0262987,0.208975
0.42347,0.0262999,0.209252
0.42347,0.0263015,0.209268
0.423739,0.0263209,0.20928
0.423739,0.0263229,0.20948
0.423739,0.0263246,0.209548
0.423976,0.0263322,0.209752
0.423976,0.0263464,0.209869
0.424094,0.0263526,0.209884
0.424094,0.0263533,0.209901
0.424094,0.0263572,0.20992
0.424094,0.0263602,0.209954
0.424277,0.0263779,0.209975
0.424498,0.0263939,0.210138
0.424498,0.0264033,0.210306
0.424652,0.0264062,0.210486
0.424826,0.0264092,0.210514
0.424826,0.0264118,0.210705
0.424826,0.026425,0.210791
0.425016,0.0264256,0.210861
0.425016,0.0264257,0.210908
0.425117,0.0264262,0.21092
0.425117,0.0264404,0.211054
0.425117,0.0264724,0.211083
0.425139,0.0265001,0.211164
0.425163,0.0265056,0.211175
0.425163,0.0265125,0.211246
0.425163,0.0265178,0.211339
0.425163,0.026524,0.211365
0.425163,0.0265386,0.211517
0.425163,0.0265446,0.211568
0.425163,0.0265502,0.211589
0.425163,0.0265585,0.211621
0.425329,0.0265587,0.211674
0.425569,0.0265925,0.211863
0.425569,0.0266033,0.212047
0.425569,0.0266051,0.212063
0.425569,0.0266142,0.212229
0.425569,0.0266162,0.212316
0.425741,0.0266389,0.212368
0.425741,0.0266403,0.212437
0.425741,0.0266534,0.212587
0.425741,0.0266672,0.212675
0.425741,0.0266675,0.212734
0.425848,0.0266776,0.212767
0.425848,0.0267163,0.212839
0.426246,0.0267214,0.212917
0.426246,0.0267272,0.212974
0.426246,0.0267323,0.213046
0.426246,0.0267389,0.213246
0.42627,0.0267463,0.213399
0.42627,0.0267653,0.213414
0.42629,0.0267778,0.213462
0.42629,0.0267806,0.213499
0.42629,0.0267812,0.213672
0.42629,0.0267816,0.213714
0.426643,0.0267832,0.213844
0.426643,0.0267833,0.213863
0.426643,0.0268226,0.213863
0.426643,0.0268255,0.213961
0.426748,0.0268302,0.214012
0.426748,0.026849,0.214111
0.426748,0.0268834,0.214186
0.427189,0.0268951,0.214196
0.427189,0.0268955,0.214268
0.427189,0.0269113,0.21428
0.427189,0.02692,0.214287
0.427189,0.0269297,0.2143
0.427386,0.0269432,0.214324
0.427386,0.0270053,0.2144
0.427386,0.0270056,0.214414
0.427533,0.027013,0.214471
0.427533,0.0270263,0.214568
0.428201,0.027028,0.214571
0.428359,0.0270382,0.214625
0.428359,0.0270404,0.214701
0.428359,0.0270444,0.214791
0.428421,0.0270457,0.215002
0.428491,0.0270472,0.215035
0.428491,0.0270521,0.215074
0.428491,0.0270536,0.215155
0.428691,0.0270546,0.215171
0.428691,0.0270624,0.215189
0.428691,0.0271013,0.215283
0.428691,0.027119,0.215385
0.428803,0.0271337,0.215427
0.428995,0.0271551,0.215481
0.429057,0.0271647,0.21553
0.429176,0.0271651,0.215688
0.429327,0.0271817,0.215787
0.429365,0.0271947,0.215909
0.429629,0.0272543,0.215927
0.430006,0.0272671,0.215975
0.430318,0.0272687,0.216051
0.430372,0.0272821,0.216171
0.430372,0.0273177,0.216433
0.430372,0.0273217,0.216504
0.430372,0.0273385,0.216514
0.430466,0.0273422,0.21656
0.430466,0.0273586,0.216655
0.430553,0.0273597,0.21675
0.430553,0.0273634,0.216772
0.430553,0.0273845,0.216798
0.430553,0.0273874,0.216908
0.430718,0.0274043,0.216918
0.430718,0.0274143,0.216976
0.430813,0.027433,0.217118
0.430813,0.0274488,0.217203
0.430813,0.0274633,0.217276
0.430813,0.0274748,0.217312
0.430813,0.0274789,0.217355
0.430813,0.0274853,0.217467
0.430813,0.0275025,0.217495
0.430945,0.0275085,0.217507
0.430945,0.0275148,0.217554
0.430945,0.0275159,0.217701
0.430959,0.0275204,0.217704
0.430959,0.0275404,0.217826
0.430959,0.0275433,0.217838
0.430959,0.0275468,0.217871
0.431427,0.0275498,0.217918
0.431427,0.0275502,0.217991
0.431427,0.0275572,0.218035
0.431427,0.0275855,0.218104
0.431427,0.0276053,0.218137
0.431503,0.0276078,0.21826
0.431503,0.0276276,0.218377
0.431503,0.0276387,0.218435
0.431503,0.0276395,0.218599
0.431552,0.0276475,0.218612
0.431552,0.0276495,0.218724
0.431552,0.0276759,0.218756
0.431552,0.0276892,0.218782
0.431552,0.0276969,0.218883
0.431583,0.0277074,0.218935
0.431608,0.0277215,0.219056
0.431608,0.0277239,0.21909
0.432134,0.0277252,0.219164
0.432204,0.0277252,0.21923
0.432204,0.0277295,0.219244
0.432204,0.0277467,0.219247
0.432204,0.027747,0.219387
0.432371,0.0277744,0.21942
0.432416,0.0277785,0.21953
0.432608,0.0277891,0.219568
0.432762,0.0277945,0.219622
0.432762,0.0278069,0.21966
0.432762,0.0278192,0.219716
0.432898,0.0278399,0.219789
0.433081,0.0278493,0.220017
0.433081,0.0278521,0.220081
0.433081,0.0278565,0.220106
0.433402,0.0278574,0.220116
0.433675,0.0278605,0.220355
0.433675,0.027864,0.220446
0.433675,0.0278809,0.22047
0.433675,0.0278849,0.220479
0.433675,0.0278975,0.22053
0.433675,0.0279112,0.220731
0.433675,0.0279263,0.220764
0.433701,0.0279309,0.22095
0.433701,0.0279331,0.220975
0.433701,0.027936,0.221117
0.433701,0.0279383,0.221152
0.434009,0.0279471,0.221163
0.434009,0.0279564,0.22122
0.434009,0.02799,0.221232
0.434009,0.0280194,0.221261
0.434219,0.0280407,0.221261
0.434219,0.0280602,0.221323
0.434219,0.0280621,0.221381
0.4344,0.028073,0.221637
0.434594,0.0280763,0.221814
0.434594,0.0280828,0.221831
0.434594,0.0280952,0.221873
0.434594,0.0281084,0.221887
0.434594,0.0281106,0.221945
0.434741,0.0281505,0.221951
0.43479,0.0281567,0.221968
0.43479,0.0281589,0.221983
0.43479,0.0281731,0.221998
0.434993,0.0281758,0.222004
0.434993,0.0281785,0.222084
0.434993,0.0282179,0.222102
0.434993,0.0282205,0.222166
0.435187,0.0282236,0.222222
0.435187,0.0282239,0.222262
0.435187,0.0282261,0.222325
0.435187,0.0282354,0.222355
0.43564,0.0282487,0.222357
0.43564,0.0282579,0.222367
0.43564,0.0282645,0.222393
0.43564,0.0282665,0.222533
0.43564,0.0282717,0.222609
0.435819,0.0282899,0.222658
0.435819,0.0282972,0.222659
0.435819,0.0283048,0.222838
0.435819,0.0283133,0.222887
0.435819,0.0283345,0.223033
0.435824,0.0283388,0.223094
0.436078,0.0283647,0.223108
0.436078,0.028368,0.223143
0.436576,0.0283809,0.223179
0.436576,0.0283963,0.223267
0.436624,0.0284113,0.223465
0.436725,0.0284117,0.223474
0.436819,0.0284208,0.223499
0.436819,0.0284275,0.223505
0.436819,0.0284403,0.223524
0.436819,0.0284528,0.223548
0.436819,0.0284647,0.223609
0.436819,0.0284724,0.223613
0.436861,0.0284803,0.223639
0.436861,0.0284912,0.223777
0.436861,0.0284989,0.223858
0.436861,0.028508,0.223859
0.436877,0.0285105,0.223929
0.436877,0.0285132,0.223959
0.436877,0.0285192,0.223968
0.436877,0.0285256,0.224141
0.436928,0.0285431,0.224146
0.436928,0.0285441,0.224196
0.436928,0.0285551,0.224231
0.436928,0.0285649,0.224249
0.437071,0.0285667,0.224256
0.437071,0.0286021,0.224262
0.437071,0.0286044,0.224374
0.437071,0.0286074,0.22446
0.437071,0.0286084,0.224501
0.437071,0.02862,0.224533
0.437279,0.02862,0.224696
0.437279,0.028628,0.224717
0.437408,0.0286286,0.224773
0.437408,0.0286479,0.224868
0.437519,0.0286538,0.224922
0.437825,0.0286549,0.225069
0.437825,0.0286564,0.225128
0.438046,0.0286621,0.225191
0.438046,0.0286669,0.225208
0.438046,0.0286888,0.225282
0.438222,0.0286923,0.225285
0.438445,0.0287257,0.225288
0.438445,0.0287324,0.225323
0.438445,0.0287456,0.225327
0.438445,0.0287841,0.225433
0.438629,0.0287932,0.225505
0.438629,0.028797,0.225567
0.438629,0.0287974,0.225597
0.438629,0.0288045,0.225638
0.438709,0.028814,0.225708
0.438709,0.0288491,0.225712
0.438771,0.0288525,0.225736
0.438771,0.0288628,0.225743
0.438771,0.0288629,0.225778
0.438771,0.028903,0.225781
0.43895,0.0289049,0.225787
0.43895,0.0289052,0.225817
0.439048,0.0289126,0.22582
0.439048,0.0289261,0.225833
0.439064,0.0289276,0.225873
0.439427,0.0289572,0.225923
0.439427,0.0289577,0.225931
0.439427,0.0289615,0.225978
0.439546,0.0289657,0.226073
0.439577,0.0289669,0.226258
0.439577,0.028981,0.226301
0.439577,0.0289839,0.226386
0.439577,0.0289951,0.226511
0.439577,0.0290034,0.226575
0.439577,0.0290055,0.226663
0.439577,0.0290197,0.226663
0.439577,0.0290271,0.226669
0.439652,0.0290302,0.226704
0.439751,0.029032,0.22673
0.439912,0.0290415,0.226734
0.439912,0.0290489,0.226747
0.439912,0.0290637,0.226796
0.440344,0.0290643,0.22683
0.440686,0.0290785,0.226962
0.440686,0.0290948,0.22703
0.440686,0.0290961,0.227061
0.440773,0.0291018,0.227123
0.440773,0.029107,0.227317
0.440773,0.029135,0.227345
0.440773,0.0291413,0.227386
0.440773,0.0291607,0.227427
0.441172,0.0291618,0.227557
0.441219,0.0291666,0.227643
0.441219,0.0291675,0.227645
0.441523,0.0291692,0.22765
0.441523,0.0291726,0.227652
0.441523,0.0291746,0.227663
0.441523,0.0291758,0.227711
0.441523,0.0291799,0.227772
0.441523,0.0291895,0.227848
0.441523,0.0291907,0.227932
0.441536,0.0292044,0.227978
0.441536,0.0292234,0.228036
0.441536,0.0292239,0.228046
0.441536,0.0292351,0.228148
0.441536,0.0292405,0.228165
0.441855,0.0292407,0.228268
0.441855,0.0292454,0.228358
0.441855,0.029263,0.228387
0.441862,0.0292652,0.228442
0.441891,0.0292662,0.228468
0.441891,0.0292687,0.228481
0.441891,0.0292693,0.228511
0.441891,0.0292902,0.228555
0.441891,0.0293051,0.22868
0.441891,0.0293096,0.228755
0.441891,0.0293287,0.228784
0.441891,0.0293326,0.22889
0.441942,0.0293477,0.228896
0.441942,0.0293488,0.228956
0.441942,0.02936,0.22896
0.441965,0.0293638,0.228969
0.441965,0.0293681,0.228977
0.441965,0.0293688,0.229068
0.442286,0.0293727,0.229138
0.442286,0.0293772,0.229187
0.442358,0.0294026,0.229217
0.442456,0.0294207,0.229217
0.442456,0.0294286,0.229262
0.442456,0.0294318,0.229273
0.442516,0.0294395,0.229302
0.442516,0.0294426,0.229355
0.442516,0.0294455,0.229371
0.442516,0.0294477,0.229428
0.442888,0.0294513,0.229433
0.442888,0.0294665,0.22944
0.443123,0.0294677,0.229443
0.443149,0.0294798,0.229458
0.443149,0.0294812,0.229463
0.443149,0.0294822,0.229464
0.443149,0.0294847,0.229538
0.443163,0.0294941,0.229686
0.443163,0.0294987,0.229698
0.443163,0.0295017,0.229741
0.443163,0.0295247,0.229894
0.443183,0.029539,0.229895
0.443183,0.0295429,0.229921
0.443433,0.029547,0.230003
0.443433,0.0295567,0.230008
0.443433,0.0295643,0.23003
0.443458,0.029567,0.230035
0.443458,0.0295866,0.230127
0.443458,0.0295878,0.23015
0.443467,0.0296005,0.230315
0.443467,0.0296076,0.230377
0.443467,0.0296083,0.230476
0.443672,0.0296206,0.230482
0.443672,0.0296244,0.23054
0.443672,0.0296263,0.23059
0.443672,0.0296438,0.2306
0.444102,0.0296572,0.230611
0.444102,0.0296635,0.230623
0.444102,0.0296788,0.230667
0.444102,0.0296928,0.230689
0.444102,0.0296945,0.230826
0.444102,0.029697,0.230844
0.444102,0.0296995,0.230865
0.444127,0.0297072,0.230874
0.444127,0.0297102,0.23093
0.444127,0.0297124,0.230945
0.444127,0.0297175,0.230969
0.444297,0.0297183,0.231065
0.444297,0.0297305,0.231204
0.444297,0.0297353,0.231219
0.444297,0.0297505,0.231284
0.444366,0.0297522,0.231315
0.444495,0.0297672,0.231334
0.444625,0.0297677,0.231341
0.444625,0.0297688,0.23135
0.444625,0.0297744,0.231357
0.444625,0.0297751,0.231462
0.444745,0.0297768,0.231527
0.444745,0.0297815,0.231579
0.444745,0.0297816,0.231704
0.444745,0.0297923,0.231743
0.444745,0.0298011,0.231754
0.444745,0.0298072,0.231767
0.445006,0.0298268,0.231939
0.445026,0.0298272,0.231955
0.445026,0.0298489,0.232011
0.445026,0.0298519,0.232026
0.44516,0.0298575,0.232036
0.44516,0.029859,0.232046
0.44516,0.0298698,0.232177
0.44516,0.0298803,0.232214
0.44516,0.0298812,0.232217
0.44516,0.0298819,0.23229
0.44516,0.0298919,0.232297
0.44516,0.0298921,0.232304
0.445276,0.0299072,0.232492
0.445276,0.0299101,0.232583
0.445288,0.0299208,0.23263
0.445337,0.0299341,0.232814
0.445337,0.0299465,0.232826
0.445575,0.0299509,0.232829
0.445881,0.0299514,0.232871
0.446002,0.0299597,0.23292
0.446002,0.0299644,0.232927
